_id,class,description
o-dang_davidson_5305,offensive,davidson_category_desc_4402
o-dang_davidson_5306,offensive,davidson_category_desc_4403
o-dang_davidson_5307,offensive,davidson_category_desc_4404
o-dang_davidson_5308,offensive,davidson_category_desc_4405
o-dang_davidson_5309,hate speech,davidson_category_desc_4406
o-dang_davidson_5310,hate speech,davidson_category_desc_4407
o-dang_davidson_5311,hate speech,davidson_category_desc_4408
o-dang_davidson_5312,offensive,davidson_category_desc_4409
o-dang_davidson_5313,offensive,davidson_category_desc_4410
o-dang_davidson_5314,offensive,davidson_category_desc_4411
o-dang_davidson_5316,offensive,davidson_category_desc_4412
o-dang_davidson_5317,offensive,davidson_category_desc_4413
o-dang_davidson_5318,offensive,davidson_category_desc_4414
o-dang_davidson_5319,offensive,davidson_category_desc_4415
o-dang_davidson_5321,offensive,davidson_category_desc_4416
o-dang_davidson_5322,offensive,davidson_category_desc_4417
o-dang_davidson_5323,offensive,davidson_category_desc_4418
o-dang_davidson_5324,offensive,davidson_category_desc_4419
o-dang_davidson_5325,offensive,davidson_category_desc_4420
o-dang_davidson_5327,offensive,davidson_category_desc_4421
o-dang_davidson_5328,offensive,davidson_category_desc_4422
o-dang_davidson_5329,offensive,davidson_category_desc_4423
o-dang_davidson_5330,offensive,davidson_category_desc_4424
o-dang_davidson_5331,offensive,davidson_category_desc_4425
o-dang_davidson_5332,offensive,davidson_category_desc_4426
o-dang_davidson_5333,offensive,davidson_category_desc_4427
o-dang_davidson_5334,offensive,davidson_category_desc_4428
o-dang_davidson_5335,offensive,davidson_category_desc_4429
o-dang_davidson_5336,hate speech,davidson_category_desc_4430
o-dang_davidson_5337,offensive,davidson_category_desc_4431
o-dang_davidson_5338,offensive,davidson_category_desc_4432
o-dang_davidson_5339,offensive,davidson_category_desc_4433
o-dang_davidson_5340,offensive,davidson_category_desc_4434
o-dang_davidson_5341,offensive,davidson_category_desc_4435
o-dang_davidson_5342,offensive,davidson_category_desc_4436
o-dang_davidson_5343,offensive,davidson_category_desc_4437
o-dang_davidson_5344,offensive,davidson_category_desc_4438
o-dang_davidson_5345,offensive,davidson_category_desc_4439
o-dang_davidson_5346,offensive,davidson_category_desc_4440
o-dang_davidson_5347,offensive,davidson_category_desc_4441
o-dang_davidson_5348,offensive,davidson_category_desc_4442
o-dang_davidson_5349,offensive,davidson_category_desc_4443
o-dang_davidson_5350,offensive,davidson_category_desc_4444
o-dang_davidson_5351,hate speech,davidson_category_desc_4445
o-dang_davidson_5353,offensive,davidson_category_desc_4446
o-dang_davidson_5354,offensive,davidson_category_desc_4447
o-dang_davidson_5355,offensive,davidson_category_desc_4448
o-dang_davidson_5356,offensive,davidson_category_desc_4449
o-dang_davidson_5357,offensive,davidson_category_desc_4450
o-dang_davidson_5358,offensive,davidson_category_desc_4451
o-dang_davidson_5359,hate speech,davidson_category_desc_4452
o-dang_davidson_5360,offensive,davidson_category_desc_4453
o-dang_davidson_5361,hate speech,davidson_category_desc_4454
o-dang_davidson_5362,offensive,davidson_category_desc_4455
o-dang_davidson_5363,hate speech,davidson_category_desc_4456
o-dang_davidson_5364,offensive,davidson_category_desc_4457
o-dang_davidson_5365,offensive,davidson_category_desc_4458
o-dang_davidson_5366,offensive,davidson_category_desc_4459
o-dang_davidson_5367,offensive,davidson_category_desc_4460
o-dang_davidson_5368,hate speech,davidson_category_desc_4461
o-dang_davidson_5369,offensive,davidson_category_desc_4462
o-dang_davidson_5370,offensive,davidson_category_desc_4463
o-dang_davidson_5371,offensive,davidson_category_desc_4464
o-dang_davidson_5372,hate speech,davidson_category_desc_4465
o-dang_davidson_5373,offensive,davidson_category_desc_4466
o-dang_davidson_5374,offensive,davidson_category_desc_4467
o-dang_davidson_5375,offensive,davidson_category_desc_4468
o-dang_davidson_5376,offensive,davidson_category_desc_4469
o-dang_davidson_5377,offensive,davidson_category_desc_4470
o-dang_davidson_5378,offensive,davidson_category_desc_4471
o-dang_davidson_5379,offensive,davidson_category_desc_4472
o-dang_davidson_5380,offensive,davidson_category_desc_4473
o-dang_davidson_5381,offensive,davidson_category_desc_4474
o-dang_davidson_5382,hate speech,davidson_category_desc_4475
o-dang_davidson_5383,offensive,davidson_category_desc_4476
o-dang_davidson_5384,offensive,davidson_category_desc_4477
o-dang_davidson_5385,offensive,davidson_category_desc_4478
o-dang_davidson_5386,hate speech,davidson_category_desc_4479
o-dang_davidson_5387,offensive,davidson_category_desc_4480
o-dang_davidson_5388,offensive,davidson_category_desc_4481
o-dang_davidson_5389,hate speech,davidson_category_desc_4482
o-dang_davidson_5390,offensive,davidson_category_desc_4483
o-dang_davidson_5391,offensive,davidson_category_desc_4484
o-dang_davidson_5392,offensive,davidson_category_desc_4485
o-dang_davidson_5393,hate speech,davidson_category_desc_4486
o-dang_davidson_5394,offensive,davidson_category_desc_4487
o-dang_davidson_5395,offensive,davidson_category_desc_4488
o-dang_davidson_5396,offensive,davidson_category_desc_4489
o-dang_davidson_5398,offensive,davidson_category_desc_4490
o-dang_davidson_5399,hate speech,davidson_category_desc_4491
o-dang_davidson_5400,offensive,davidson_category_desc_4492
o-dang_davidson_5401,offensive,davidson_category_desc_4493
o-dang_davidson_5402,offensive,davidson_category_desc_4494
o-dang_davidson_5403,offensive,davidson_category_desc_4495
o-dang_davidson_5404,offensive,davidson_category_desc_4496
o-dang_davidson_5406,offensive,davidson_category_desc_4497
o-dang_davidson_5407,offensive,davidson_category_desc_4498
o-dang_davidson_5408,hate speech,davidson_category_desc_4499
o-dang_davidson_5409,offensive,davidson_category_desc_4500
o-dang_davidson_5410,offensive,davidson_category_desc_4501
o-dang_davidson_5411,offensive,davidson_category_desc_4502
o-dang_davidson_5412,offensive,davidson_category_desc_4503
o-dang_davidson_5413,offensive,davidson_category_desc_4504
o-dang_davidson_5414,offensive,davidson_category_desc_4505
o-dang_davidson_5415,offensive,davidson_category_desc_4506
o-dang_davidson_5416,offensive,davidson_category_desc_4507
o-dang_davidson_5417,offensive,davidson_category_desc_4508
o-dang_davidson_5418,hate speech,davidson_category_desc_4509
o-dang_davidson_5419,offensive,davidson_category_desc_4510
o-dang_davidson_5420,offensive,davidson_category_desc_4511
o-dang_davidson_5421,offensive,davidson_category_desc_4512
o-dang_davidson_5422,offensive,davidson_category_desc_4513
o-dang_davidson_5423,offensive,davidson_category_desc_4514
o-dang_davidson_5424,offensive,davidson_category_desc_4515
o-dang_davidson_5427,offensive,davidson_category_desc_4516
o-dang_davidson_5428,offensive,davidson_category_desc_4517
o-dang_davidson_5429,offensive,davidson_category_desc_4518
o-dang_davidson_5430,offensive,davidson_category_desc_4519
o-dang_davidson_5431,offensive,davidson_category_desc_4520
o-dang_davidson_5432,offensive,davidson_category_desc_4521
o-dang_davidson_5433,offensive,davidson_category_desc_4522
o-dang_davidson_5434,offensive,davidson_category_desc_4523
o-dang_davidson_5435,offensive,davidson_category_desc_4524
o-dang_davidson_5436,offensive,davidson_category_desc_4525
o-dang_davidson_5437,offensive,davidson_category_desc_4526
o-dang_davidson_5438,offensive,davidson_category_desc_4527
o-dang_davidson_5439,offensive,davidson_category_desc_4528
o-dang_davidson_5440,offensive,davidson_category_desc_4529
o-dang_davidson_5441,offensive,davidson_category_desc_4530
o-dang_davidson_5442,offensive,davidson_category_desc_4531
o-dang_davidson_5443,hate speech,davidson_category_desc_4532
o-dang_davidson_5444,hate speech,davidson_category_desc_4533
o-dang_davidson_5445,offensive,davidson_category_desc_4534
o-dang_davidson_5446,offensive,davidson_category_desc_4535
o-dang_davidson_5447,offensive,davidson_category_desc_4536
o-dang_davidson_5448,offensive,davidson_category_desc_4537
o-dang_davidson_5449,offensive,davidson_category_desc_4538
o-dang_davidson_5450,offensive,davidson_category_desc_4539
o-dang_davidson_5451,offensive,davidson_category_desc_4540
o-dang_davidson_5452,offensive,davidson_category_desc_4541
o-dang_davidson_5453,offensive,davidson_category_desc_4542
o-dang_davidson_5454,offensive,davidson_category_desc_4543
o-dang_davidson_5455,offensive,davidson_category_desc_4544
o-dang_davidson_5456,offensive,davidson_category_desc_4545
o-dang_davidson_5457,offensive,davidson_category_desc_4546
o-dang_davidson_5458,offensive,davidson_category_desc_4547
o-dang_davidson_5459,hate speech,davidson_category_desc_4548
o-dang_davidson_5460,offensive,davidson_category_desc_4549
o-dang_davidson_5461,offensive,davidson_category_desc_4550
o-dang_davidson_5462,offensive,davidson_category_desc_4551
o-dang_davidson_5463,offensive,davidson_category_desc_4552
o-dang_davidson_5465,offensive,davidson_category_desc_4553
o-dang_davidson_5466,offensive,davidson_category_desc_4554
o-dang_davidson_5468,offensive,davidson_category_desc_4555
o-dang_davidson_5469,offensive,davidson_category_desc_4556
o-dang_davidson_5470,offensive,davidson_category_desc_4557
o-dang_davidson_5471,offensive,davidson_category_desc_4558
o-dang_davidson_5472,offensive,davidson_category_desc_4559
o-dang_davidson_5473,offensive,davidson_category_desc_4560
o-dang_davidson_5474,offensive,davidson_category_desc_4561
o-dang_davidson_5476,offensive,davidson_category_desc_4562
o-dang_davidson_5477,offensive,davidson_category_desc_4563
o-dang_davidson_5478,offensive,davidson_category_desc_4564
o-dang_davidson_5480,offensive,davidson_category_desc_4565
o-dang_davidson_5481,offensive,davidson_category_desc_4566
o-dang_davidson_5482,offensive,davidson_category_desc_4567
o-dang_davidson_5483,offensive,davidson_category_desc_4568
o-dang_davidson_5484,offensive,davidson_category_desc_4569
o-dang_davidson_5486,hate speech,davidson_category_desc_4570
o-dang_davidson_5487,offensive,davidson_category_desc_4571
o-dang_davidson_5488,offensive,davidson_category_desc_4572
o-dang_davidson_5489,offensive,davidson_category_desc_4573
o-dang_davidson_5490,offensive,davidson_category_desc_4574
o-dang_davidson_5491,hate speech,davidson_category_desc_4575
o-dang_davidson_5492,offensive,davidson_category_desc_4576
o-dang_davidson_5493,offensive,davidson_category_desc_4577
o-dang_davidson_5495,offensive,davidson_category_desc_4578
o-dang_davidson_5496,offensive,davidson_category_desc_4579
o-dang_davidson_5497,offensive,davidson_category_desc_4580
o-dang_davidson_5498,offensive,davidson_category_desc_4581
o-dang_davidson_5499,offensive,davidson_category_desc_4582
o-dang_davidson_5500,offensive,davidson_category_desc_4583
o-dang_davidson_5501,offensive,davidson_category_desc_4584
o-dang_davidson_5502,offensive,davidson_category_desc_4585
o-dang_davidson_5503,offensive,davidson_category_desc_4586
o-dang_davidson_5505,offensive,davidson_category_desc_4587
o-dang_davidson_5506,hate speech,davidson_category_desc_4588
o-dang_davidson_5507,offensive,davidson_category_desc_4589
o-dang_davidson_5509,offensive,davidson_category_desc_4590
o-dang_davidson_5510,offensive,davidson_category_desc_4591
o-dang_davidson_5511,offensive,davidson_category_desc_4592
o-dang_davidson_5512,hate speech,davidson_category_desc_4593
o-dang_davidson_5513,hate speech,davidson_category_desc_4594
o-dang_davidson_5514,hate speech,davidson_category_desc_4595
o-dang_davidson_5515,offensive,davidson_category_desc_4596
o-dang_davidson_5516,offensive,davidson_category_desc_4597
o-dang_davidson_5517,offensive,davidson_category_desc_4598
o-dang_davidson_5518,offensive,davidson_category_desc_4599
o-dang_davidson_5519,offensive,davidson_category_desc_4600
o-dang_davidson_5521,offensive,davidson_category_desc_4601
o-dang_davidson_5522,offensive,davidson_category_desc_4602
o-dang_davidson_5523,offensive,davidson_category_desc_4603
o-dang_davidson_5524,offensive,davidson_category_desc_4604
o-dang_davidson_5525,offensive,davidson_category_desc_4605
o-dang_davidson_5526,offensive,davidson_category_desc_4606
o-dang_davidson_5527,offensive,davidson_category_desc_4607
o-dang_davidson_5528,offensive,davidson_category_desc_4608
o-dang_davidson_5530,offensive,davidson_category_desc_4609
o-dang_davidson_5531,hate speech,davidson_category_desc_4610
o-dang_davidson_5532,offensive,davidson_category_desc_4611
o-dang_davidson_5533,offensive,davidson_category_desc_4612
o-dang_davidson_5536,offensive,davidson_category_desc_4613
o-dang_davidson_5537,offensive,davidson_category_desc_4614
o-dang_davidson_5538,offensive,davidson_category_desc_4615
o-dang_davidson_5539,offensive,davidson_category_desc_4616
o-dang_davidson_5540,offensive,davidson_category_desc_4617
o-dang_davidson_5541,offensive,davidson_category_desc_4618
o-dang_davidson_5542,hate speech,davidson_category_desc_4619
o-dang_davidson_5544,offensive,davidson_category_desc_4620
o-dang_davidson_5545,offensive,davidson_category_desc_4621
o-dang_davidson_5547,offensive,davidson_category_desc_4622
o-dang_davidson_5549,hate speech,davidson_category_desc_4623
o-dang_davidson_5550,hate speech,davidson_category_desc_4624
o-dang_davidson_5551,hate speech,davidson_category_desc_4625
o-dang_davidson_5552,offensive,davidson_category_desc_4626
o-dang_davidson_5553,offensive,davidson_category_desc_4627
o-dang_davidson_5554,offensive,davidson_category_desc_4628
o-dang_davidson_5555,hate speech,davidson_category_desc_4629
o-dang_davidson_5557,offensive,davidson_category_desc_4630
o-dang_davidson_5558,hate speech,davidson_category_desc_4631
o-dang_davidson_5559,offensive,davidson_category_desc_4632
o-dang_davidson_5561,offensive,davidson_category_desc_4633
o-dang_davidson_5562,offensive,davidson_category_desc_4634
o-dang_davidson_5563,offensive,davidson_category_desc_4635
o-dang_davidson_5565,offensive,davidson_category_desc_4636
o-dang_davidson_5567,offensive,davidson_category_desc_4637
o-dang_davidson_5568,offensive,davidson_category_desc_4638
o-dang_davidson_5569,offensive,davidson_category_desc_4639
o-dang_davidson_5570,offensive,davidson_category_desc_4640
o-dang_davidson_5571,offensive,davidson_category_desc_4641
o-dang_davidson_5572,offensive,davidson_category_desc_4642
o-dang_davidson_5573,offensive,davidson_category_desc_4643
o-dang_davidson_5574,offensive,davidson_category_desc_4644
o-dang_davidson_5575,offensive,davidson_category_desc_4645
o-dang_davidson_5576,offensive,davidson_category_desc_4646
o-dang_davidson_5577,offensive,davidson_category_desc_4647
o-dang_davidson_5578,offensive,davidson_category_desc_4648
o-dang_davidson_5579,offensive,davidson_category_desc_4649
o-dang_davidson_5580,offensive,davidson_category_desc_4650
o-dang_davidson_5581,hate speech,davidson_category_desc_4651
o-dang_davidson_5582,offensive,davidson_category_desc_4652
o-dang_davidson_5583,offensive,davidson_category_desc_4653
o-dang_davidson_5584,offensive,davidson_category_desc_4654
o-dang_davidson_5585,hate speech,davidson_category_desc_4655
o-dang_davidson_5589,offensive,davidson_category_desc_4656
o-dang_davidson_5590,offensive,davidson_category_desc_4657
o-dang_davidson_5591,offensive,davidson_category_desc_4658
o-dang_davidson_5592,offensive,davidson_category_desc_4659
o-dang_davidson_5593,offensive,davidson_category_desc_4660
o-dang_davidson_5594,offensive,davidson_category_desc_4661
o-dang_davidson_5595,offensive,davidson_category_desc_4662
o-dang_davidson_5596,offensive,davidson_category_desc_4663
o-dang_davidson_5597,offensive,davidson_category_desc_4664
o-dang_davidson_5598,offensive,davidson_category_desc_4665
o-dang_davidson_5600,hate speech,davidson_category_desc_4666
o-dang_davidson_5601,hate speech,davidson_category_desc_4667
o-dang_davidson_5602,hate speech,davidson_category_desc_4668
o-dang_davidson_5603,offensive,davidson_category_desc_4669
o-dang_davidson_5604,offensive,davidson_category_desc_4670
o-dang_davidson_5605,offensive,davidson_category_desc_4671
o-dang_davidson_5607,offensive,davidson_category_desc_4672
o-dang_davidson_5608,offensive,davidson_category_desc_4673
o-dang_davidson_5609,offensive,davidson_category_desc_4674
o-dang_davidson_5611,offensive,davidson_category_desc_4675
o-dang_davidson_5612,offensive,davidson_category_desc_4676
o-dang_davidson_5613,offensive,davidson_category_desc_4677
o-dang_davidson_5614,offensive,davidson_category_desc_4678
o-dang_davidson_5615,offensive,davidson_category_desc_4679
o-dang_davidson_5616,offensive,davidson_category_desc_4680
o-dang_davidson_5619,offensive,davidson_category_desc_4681
o-dang_davidson_5620,offensive,davidson_category_desc_4682
o-dang_davidson_5621,hate speech,davidson_category_desc_4683
o-dang_davidson_5622,offensive,davidson_category_desc_4684
o-dang_davidson_5623,hate speech,davidson_category_desc_4685
o-dang_davidson_5624,offensive,davidson_category_desc_4686
o-dang_davidson_5626,offensive,davidson_category_desc_4687
o-dang_davidson_5629,offensive,davidson_category_desc_4688
o-dang_davidson_5630,offensive,davidson_category_desc_4689
o-dang_davidson_5632,offensive,davidson_category_desc_4690
o-dang_davidson_5633,hate speech,davidson_category_desc_4691
o-dang_davidson_5635,offensive,davidson_category_desc_4692
o-dang_davidson_5636,offensive,davidson_category_desc_4693
o-dang_davidson_5637,offensive,davidson_category_desc_4694
o-dang_davidson_5638,offensive,davidson_category_desc_4695
o-dang_davidson_5639,offensive,davidson_category_desc_4696
o-dang_davidson_5640,hate speech,davidson_category_desc_4697
o-dang_davidson_5641,hate speech,davidson_category_desc_4698
o-dang_davidson_5642,offensive,davidson_category_desc_4699
o-dang_davidson_5643,offensive,davidson_category_desc_4700
o-dang_davidson_5644,offensive,davidson_category_desc_4701
o-dang_davidson_5645,offensive,davidson_category_desc_4702
o-dang_davidson_5647,offensive,davidson_category_desc_4703
o-dang_davidson_5648,offensive,davidson_category_desc_4704
o-dang_davidson_5649,offensive,davidson_category_desc_4705
o-dang_davidson_5651,offensive,davidson_category_desc_4706
o-dang_davidson_5652,offensive,davidson_category_desc_4707
o-dang_davidson_5653,offensive,davidson_category_desc_4708
o-dang_davidson_5654,offensive,davidson_category_desc_4709
o-dang_davidson_5655,offensive,davidson_category_desc_4710
o-dang_davidson_5656,offensive,davidson_category_desc_4711
o-dang_davidson_5658,offensive,davidson_category_desc_4712
o-dang_davidson_5659,offensive,davidson_category_desc_4713
o-dang_davidson_5660,offensive,davidson_category_desc_4714
o-dang_davidson_5661,offensive,davidson_category_desc_4715
o-dang_davidson_5663,offensive,davidson_category_desc_4716
o-dang_davidson_5664,offensive,davidson_category_desc_4717
o-dang_davidson_5666,offensive,davidson_category_desc_4718
o-dang_davidson_5668,offensive,davidson_category_desc_4719
o-dang_davidson_5669,offensive,davidson_category_desc_4720
o-dang_davidson_5670,offensive,davidson_category_desc_4721
o-dang_davidson_5671,offensive,davidson_category_desc_4722
o-dang_davidson_5672,hate speech,davidson_category_desc_4723
o-dang_davidson_5673,offensive,davidson_category_desc_4724
o-dang_davidson_5674,offensive,davidson_category_desc_4725
o-dang_davidson_5675,offensive,davidson_category_desc_4726
o-dang_davidson_5677,offensive,davidson_category_desc_4727
o-dang_davidson_5680,offensive,davidson_category_desc_4728
o-dang_davidson_5681,offensive,davidson_category_desc_4729
o-dang_davidson_5683,offensive,davidson_category_desc_4730
o-dang_davidson_5684,offensive,davidson_category_desc_4731
o-dang_davidson_5685,offensive,davidson_category_desc_4732
o-dang_davidson_5686,hate speech,davidson_category_desc_4733
o-dang_davidson_5687,offensive,davidson_category_desc_4734
o-dang_davidson_5688,offensive,davidson_category_desc_4735
o-dang_davidson_5689,offensive,davidson_category_desc_4736
o-dang_davidson_5693,offensive,davidson_category_desc_4737
o-dang_davidson_5696,offensive,davidson_category_desc_4738
o-dang_davidson_5697,offensive,davidson_category_desc_4739
o-dang_davidson_5698,offensive,davidson_category_desc_4740
o-dang_davidson_5700,hate speech,davidson_category_desc_4741
o-dang_davidson_5701,offensive,davidson_category_desc_4742
o-dang_davidson_5702,offensive,davidson_category_desc_4743
o-dang_davidson_5703,offensive,davidson_category_desc_4744
o-dang_davidson_5704,offensive,davidson_category_desc_4745
o-dang_davidson_5705,offensive,davidson_category_desc_4746
o-dang_davidson_5706,offensive,davidson_category_desc_4747
o-dang_davidson_5707,offensive,davidson_category_desc_4748
o-dang_davidson_5708,offensive,davidson_category_desc_4749
o-dang_davidson_5710,offensive,davidson_category_desc_4750
o-dang_davidson_5711,offensive,davidson_category_desc_4751
o-dang_davidson_5712,offensive,davidson_category_desc_4752
o-dang_davidson_5713,offensive,davidson_category_desc_4753
o-dang_davidson_5714,offensive,davidson_category_desc_4754
o-dang_davidson_5715,offensive,davidson_category_desc_4755
o-dang_davidson_5716,offensive,davidson_category_desc_4756
o-dang_davidson_5717,hate speech,davidson_category_desc_4757
o-dang_davidson_5718,offensive,davidson_category_desc_4758
o-dang_davidson_5719,offensive,davidson_category_desc_4759
o-dang_davidson_5725,offensive,davidson_category_desc_4760
o-dang_davidson_5726,offensive,davidson_category_desc_4761
o-dang_davidson_5728,offensive,davidson_category_desc_4762
o-dang_davidson_5729,hate speech,davidson_category_desc_4763
o-dang_davidson_5730,offensive,davidson_category_desc_4764
o-dang_davidson_5731,offensive,davidson_category_desc_4765
o-dang_davidson_5733,offensive,davidson_category_desc_4766
o-dang_davidson_5735,offensive,davidson_category_desc_4767
o-dang_davidson_5736,offensive,davidson_category_desc_4768
o-dang_davidson_5737,offensive,davidson_category_desc_4769
o-dang_davidson_5738,offensive,davidson_category_desc_4770
o-dang_davidson_5741,offensive,davidson_category_desc_4771
o-dang_davidson_5742,offensive,davidson_category_desc_4772
o-dang_davidson_5743,offensive,davidson_category_desc_4773
o-dang_davidson_5746,offensive,davidson_category_desc_4774
o-dang_davidson_5748,offensive,davidson_category_desc_4775
o-dang_davidson_5749,offensive,davidson_category_desc_4776
o-dang_davidson_5750,hate speech,davidson_category_desc_4777
o-dang_davidson_5751,offensive,davidson_category_desc_4778
o-dang_davidson_5753,offensive,davidson_category_desc_4779
o-dang_davidson_5754,offensive,davidson_category_desc_4780
o-dang_davidson_5755,hate speech,davidson_category_desc_4781
o-dang_davidson_5756,offensive,davidson_category_desc_4782
o-dang_davidson_5757,offensive,davidson_category_desc_4783
o-dang_davidson_5758,offensive,davidson_category_desc_4784
o-dang_davidson_5760,offensive,davidson_category_desc_4785
o-dang_davidson_5761,offensive,davidson_category_desc_4786
o-dang_davidson_5762,offensive,davidson_category_desc_4787
o-dang_davidson_5763,offensive,davidson_category_desc_4788
o-dang_davidson_5764,offensive,davidson_category_desc_4789
o-dang_davidson_5765,offensive,davidson_category_desc_4790
o-dang_davidson_5766,offensive,davidson_category_desc_4791
o-dang_davidson_5767,hate speech,davidson_category_desc_4792
o-dang_davidson_5768,offensive,davidson_category_desc_4793
o-dang_davidson_5770,offensive,davidson_category_desc_4794
o-dang_davidson_5771,offensive,davidson_category_desc_4795
o-dang_davidson_5772,offensive,davidson_category_desc_4796
o-dang_davidson_5773,offensive,davidson_category_desc_4797
o-dang_davidson_5774,offensive,davidson_category_desc_4798
o-dang_davidson_5775,offensive,davidson_category_desc_4799
o-dang_davidson_5776,offensive,davidson_category_desc_4800
o-dang_davidson_5777,offensive,davidson_category_desc_4801
o-dang_davidson_5778,offensive,davidson_category_desc_4802
o-dang_davidson_5779,offensive,davidson_category_desc_4803
o-dang_davidson_5781,offensive,davidson_category_desc_4804
o-dang_davidson_5782,offensive,davidson_category_desc_4805
o-dang_davidson_5783,offensive,davidson_category_desc_4806
o-dang_davidson_5786,offensive,davidson_category_desc_4807
o-dang_davidson_5787,offensive,davidson_category_desc_4808
o-dang_davidson_5788,offensive,davidson_category_desc_4809
o-dang_davidson_5792,offensive,davidson_category_desc_4810
o-dang_davidson_5794,offensive,davidson_category_desc_4811
o-dang_davidson_5796,offensive,davidson_category_desc_4812
o-dang_davidson_5797,offensive,davidson_category_desc_4813
o-dang_davidson_5798,offensive,davidson_category_desc_4814
o-dang_davidson_5799,offensive,davidson_category_desc_4815
o-dang_davidson_5800,offensive,davidson_category_desc_4816
o-dang_davidson_5801,offensive,davidson_category_desc_4817
o-dang_davidson_5802,offensive,davidson_category_desc_4818
o-dang_davidson_5804,offensive,davidson_category_desc_4819
o-dang_davidson_5805,offensive,davidson_category_desc_4820
o-dang_davidson_5806,offensive,davidson_category_desc_4821
o-dang_davidson_5808,offensive,davidson_category_desc_4822
o-dang_davidson_5809,hate speech,davidson_category_desc_4823
o-dang_davidson_5810,offensive,davidson_category_desc_4824
o-dang_davidson_5811,offensive,davidson_category_desc_4825
o-dang_davidson_5812,offensive,davidson_category_desc_4826
o-dang_davidson_5815,hate speech,davidson_category_desc_4827
o-dang_davidson_5817,offensive,davidson_category_desc_4828
o-dang_davidson_5818,offensive,davidson_category_desc_4829
o-dang_davidson_5819,offensive,davidson_category_desc_4830
o-dang_davidson_5820,offensive,davidson_category_desc_4831
o-dang_davidson_5821,offensive,davidson_category_desc_4832
o-dang_davidson_5822,hate speech,davidson_category_desc_4833
o-dang_davidson_5823,offensive,davidson_category_desc_4834
o-dang_davidson_5824,offensive,davidson_category_desc_4835
o-dang_davidson_5825,offensive,davidson_category_desc_4836
o-dang_davidson_5827,offensive,davidson_category_desc_4837
o-dang_davidson_5828,offensive,davidson_category_desc_4838
o-dang_davidson_5829,offensive,davidson_category_desc_4839
o-dang_davidson_5830,hate speech,davidson_category_desc_4840
o-dang_davidson_5831,offensive,davidson_category_desc_4841
o-dang_davidson_5832,offensive,davidson_category_desc_4842
o-dang_davidson_5833,hate speech,davidson_category_desc_4843
o-dang_davidson_5834,offensive,davidson_category_desc_4844
o-dang_davidson_5835,offensive,davidson_category_desc_4845
o-dang_davidson_5836,offensive,davidson_category_desc_4846
o-dang_davidson_5837,hate speech,davidson_category_desc_4847
o-dang_davidson_5838,hate speech,davidson_category_desc_4848
o-dang_davidson_5839,offensive,davidson_category_desc_4849
o-dang_davidson_5840,offensive,davidson_category_desc_4850
o-dang_davidson_5841,hate speech,davidson_category_desc_4851
o-dang_davidson_5842,offensive,davidson_category_desc_4852
o-dang_davidson_5843,offensive,davidson_category_desc_4853
o-dang_davidson_5844,offensive,davidson_category_desc_4854
o-dang_davidson_5845,offensive,davidson_category_desc_4855
o-dang_davidson_5847,offensive,davidson_category_desc_4856
o-dang_davidson_5849,offensive,davidson_category_desc_4857
o-dang_davidson_5850,offensive,davidson_category_desc_4858
o-dang_davidson_5852,offensive,davidson_category_desc_4859
o-dang_davidson_5853,offensive,davidson_category_desc_4860
o-dang_davidson_5854,offensive,davidson_category_desc_4861
o-dang_davidson_5855,offensive,davidson_category_desc_4862
o-dang_davidson_5857,offensive,davidson_category_desc_4863
o-dang_davidson_5859,offensive,davidson_category_desc_4864
o-dang_davidson_5860,hate speech,davidson_category_desc_4865
o-dang_davidson_5861,offensive,davidson_category_desc_4866
o-dang_davidson_5862,offensive,davidson_category_desc_4867
o-dang_davidson_5863,offensive,davidson_category_desc_4868
o-dang_davidson_5864,offensive,davidson_category_desc_4869
o-dang_davidson_5865,offensive,davidson_category_desc_4870
o-dang_davidson_5866,hate speech,davidson_category_desc_4871
o-dang_davidson_5867,offensive,davidson_category_desc_4872
o-dang_davidson_5868,offensive,davidson_category_desc_4873
o-dang_davidson_5869,offensive,davidson_category_desc_4874
o-dang_davidson_5871,offensive,davidson_category_desc_4875
o-dang_davidson_5874,hate speech,davidson_category_desc_4876
o-dang_davidson_5875,offensive,davidson_category_desc_4877
o-dang_davidson_5876,offensive,davidson_category_desc_4878
o-dang_davidson_5877,offensive,davidson_category_desc_4879
o-dang_davidson_5878,offensive,davidson_category_desc_4880
o-dang_davidson_5879,offensive,davidson_category_desc_4881
o-dang_davidson_5880,offensive,davidson_category_desc_4882
o-dang_davidson_5881,offensive,davidson_category_desc_4883
o-dang_davidson_5882,offensive,davidson_category_desc_4884
o-dang_davidson_5883,offensive,davidson_category_desc_4885
o-dang_davidson_5884,hate speech,davidson_category_desc_4886
o-dang_davidson_5885,offensive,davidson_category_desc_4887
o-dang_davidson_5887,hate speech,davidson_category_desc_4888
o-dang_davidson_5888,offensive,davidson_category_desc_4889
o-dang_davidson_5889,offensive,davidson_category_desc_4890
o-dang_davidson_5890,offensive,davidson_category_desc_4891
o-dang_davidson_5891,offensive,davidson_category_desc_4892
o-dang_davidson_5892,offensive,davidson_category_desc_4893
o-dang_davidson_5893,offensive,davidson_category_desc_4894
o-dang_davidson_5899,offensive,davidson_category_desc_4895
o-dang_davidson_5901,offensive,davidson_category_desc_4896
o-dang_davidson_5904,offensive,davidson_category_desc_4897
o-dang_davidson_5905,offensive,davidson_category_desc_4898
