id,labels
sexism2022_english-5346,4.1 supporting mistreatment of individual women
sexism2022_english-596,3.4 condescending explanations or unwelcome advice
sexism2022_english-7716,2.1 descriptive attacks
sexism2022_english-10553,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13801,2.1 descriptive attacks
sexism2022_english-10889,2.2 aggressive and emotive attacks
sexism2022_english-16810,1.2 incitement and encouragement of harm
sexism2022_english-7055,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13020,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-419,2.2 aggressive and emotive attacks
sexism2022_english-14744,2.1 descriptive attacks
sexism2022_english-16013,4.2 supporting systemic discrimination against women as a group
sexism2022_english-19570,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9595,2.1 descriptive attacks
sexism2022_english-14183,4.2 supporting systemic discrimination against women as a group
sexism2022_english-2446,2.2 aggressive and emotive attacks
sexism2022_english-2233,4.1 supporting mistreatment of individual women
sexism2022_english-9598,1.2 incitement and encouragement of harm
sexism2022_english-19623,3.2 immutable gender differences and gender stereotypes
sexism2022_english-701,2.1 descriptive attacks
sexism2022_english-15483,1.2 incitement and encouragement of harm
sexism2022_english-9989,1.2 incitement and encouragement of harm
sexism2022_english-9422,2.1 descriptive attacks
sexism2022_english-10876,1.1 threats of harm
sexism2022_english-8851,2.2 aggressive and emotive attacks
sexism2022_english-3149,2.1 descriptive attacks
sexism2022_english-10368,2.2 aggressive and emotive attacks
sexism2022_english-7368,3.3 backhanded gendered compliments
sexism2022_english-2775,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18443,4.1 supporting mistreatment of individual women
sexism2022_english-10935,3.3 backhanded gendered compliments
sexism2022_english-3426,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6038,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18697,1.2 incitement and encouragement of harm
sexism2022_english-11001,2.1 descriptive attacks
sexism2022_english-10018,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11850,4.2 supporting systemic discrimination against women as a group
sexism2022_english-19263,4.2 supporting systemic discrimination against women as a group
sexism2022_english-12647,4.2 supporting systemic discrimination against women as a group
sexism2022_english-8895,3.2 immutable gender differences and gender stereotypes
sexism2022_english-4943,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18991,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18142,4.2 supporting systemic discrimination against women as a group
sexism2022_english-13235,2.1 descriptive attacks
sexism2022_english-10360,2.1 descriptive attacks
sexism2022_english-15983,1.2 incitement and encouragement of harm
sexism2022_english-17303,1.2 incitement and encouragement of harm
sexism2022_english-15774,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9798,2.1 descriptive attacks
sexism2022_english-15923,2.1 descriptive attacks
sexism2022_english-11807,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-19022,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12035,3.4 condescending explanations or unwelcome advice
sexism2022_english-1593,2.1 descriptive attacks
sexism2022_english-4745,4.1 supporting mistreatment of individual women
sexism2022_english-2409,2.1 descriptive attacks
sexism2022_english-19955,2.2 aggressive and emotive attacks
sexism2022_english-12038,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18782,1.1 threats of harm
sexism2022_english-3804,2.1 descriptive attacks
sexism2022_english-18029,2.1 descriptive attacks
sexism2022_english-7399,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-2278,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11960,2.1 descriptive attacks
sexism2022_english-5288,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6503,3.2 immutable gender differences and gender stereotypes
sexism2022_english-14972,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12486,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9861,1.2 incitement and encouragement of harm
sexism2022_english-13100,2.2 aggressive and emotive attacks
sexism2022_english-2216,2.1 descriptive attacks
sexism2022_english-16335,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19918,3.2 immutable gender differences and gender stereotypes
sexism2022_english-9385,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15906,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6007,3.4 condescending explanations or unwelcome advice
sexism2022_english-6696,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17342,3.3 backhanded gendered compliments
sexism2022_english-12730,2.1 descriptive attacks
sexism2022_english-18415,2.1 descriptive attacks
sexism2022_english-3564,3.2 immutable gender differences and gender stereotypes
sexism2022_english-11460,1.2 incitement and encouragement of harm
sexism2022_english-7824,1.2 incitement and encouragement of harm
sexism2022_english-12713,2.1 descriptive attacks
sexism2022_english-9202,2.1 descriptive attacks
sexism2022_english-19448,2.2 aggressive and emotive attacks
sexism2022_english-172,2.1 descriptive attacks
sexism2022_english-6448,2.2 aggressive and emotive attacks
sexism2022_english-14814,4.2 supporting systemic discrimination against women as a group
sexism2022_english-2426,1.2 incitement and encouragement of harm
sexism2022_english-7935,2.1 descriptive attacks
sexism2022_english-8873,1.2 incitement and encouragement of harm
sexism2022_english-15860,1.1 threats of harm
sexism2022_english-11834,2.1 descriptive attacks
sexism2022_english-9718,4.2 supporting systemic discrimination against women as a group
sexism2022_english-16329,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3668,2.1 descriptive attacks
sexism2022_english-5359,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10215,1.2 incitement and encouragement of harm
sexism2022_english-11933,4.2 supporting systemic discrimination against women as a group
sexism2022_english-16394,2.2 aggressive and emotive attacks
sexism2022_english-3026,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6940,2.2 aggressive and emotive attacks
sexism2022_english-17588,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-15883,4.2 supporting systemic discrimination against women as a group
sexism2022_english-5125,1.2 incitement and encouragement of harm
sexism2022_english-5552,3.2 immutable gender differences and gender stereotypes
sexism2022_english-9951,2.1 descriptive attacks
sexism2022_english-2934,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8052,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16141,2.1 descriptive attacks
sexism2022_english-11746,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15276,2.2 aggressive and emotive attacks
sexism2022_english-3635,2.2 aggressive and emotive attacks
sexism2022_english-12863,4.2 supporting systemic discrimination against women as a group
sexism2022_english-14347,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12537,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15954,2.1 descriptive attacks
sexism2022_english-11973,2.2 aggressive and emotive attacks
sexism2022_english-3048,1.2 incitement and encouragement of harm
sexism2022_english-7048,4.1 supporting mistreatment of individual women
sexism2022_english-7002,2.1 descriptive attacks
sexism2022_english-7663,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-977,3.2 immutable gender differences and gender stereotypes
sexism2022_english-19464,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11363,2.2 aggressive and emotive attacks
sexism2022_english-965,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-11781,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18412,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-471,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17179,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12198,4.1 supporting mistreatment of individual women
sexism2022_english-7042,2.1 descriptive attacks
sexism2022_english-6568,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-16808,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18200,2.1 descriptive attacks
sexism2022_english-10878,2.2 aggressive and emotive attacks
sexism2022_english-18856,2.2 aggressive and emotive attacks
sexism2022_english-8539,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-3278,4.2 supporting systemic discrimination against women as a group
sexism2022_english-15890,3.2 immutable gender differences and gender stereotypes
sexism2022_english-5154,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15170,2.1 descriptive attacks
sexism2022_english-14815,2.2 aggressive and emotive attacks
sexism2022_english-1172,4.2 supporting systemic discrimination against women as a group
sexism2022_english-6534,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-17337,2.1 descriptive attacks
sexism2022_english-10171,2.2 aggressive and emotive attacks
sexism2022_english-6622,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-3964,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11904,3.2 immutable gender differences and gender stereotypes
sexism2022_english-875,2.1 descriptive attacks
sexism2022_english-6921,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-70,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17751,2.1 descriptive attacks
sexism2022_english-15157,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15749,2.1 descriptive attacks
sexism2022_english-11861,2.2 aggressive and emotive attacks
sexism2022_english-6437,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12313,2.1 descriptive attacks
sexism2022_english-292,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2452,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3433,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17395,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-1418,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9631,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9474,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11256,4.1 supporting mistreatment of individual women
sexism2022_english-16286,2.2 aggressive and emotive attacks
sexism2022_english-15767,4.1 supporting mistreatment of individual women
sexism2022_english-12059,2.1 descriptive attacks
sexism2022_english-14554,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11329,3.2 immutable gender differences and gender stereotypes
sexism2022_english-3015,2.2 aggressive and emotive attacks
sexism2022_english-12988,3.3 backhanded gendered compliments
sexism2022_english-15645,2.2 aggressive and emotive attacks
sexism2022_english-14446,2.2 aggressive and emotive attacks
sexism2022_english-19011,1.1 threats of harm
sexism2022_english-15448,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6263,4.1 supporting mistreatment of individual women
sexism2022_english-6548,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-10822,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13590,2.2 aggressive and emotive attacks
sexism2022_english-15424,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10566,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15203,2.2 aggressive and emotive attacks
sexism2022_english-8874,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2666,2.1 descriptive attacks
sexism2022_english-17928,2.2 aggressive and emotive attacks
sexism2022_english-15623,4.1 supporting mistreatment of individual women
sexism2022_english-15779,2.1 descriptive attacks
sexism2022_english-15579,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-1853,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-14969,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10686,1.2 incitement and encouragement of harm
sexism2022_english-19863,3.2 immutable gender differences and gender stereotypes
sexism2022_english-8551,2.1 descriptive attacks
sexism2022_english-3581,2.2 aggressive and emotive attacks
sexism2022_english-2229,2.1 descriptive attacks
sexism2022_english-2990,4.2 supporting systemic discrimination against women as a group
sexism2022_english-3670,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17754,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9359,2.2 aggressive and emotive attacks
sexism2022_english-3444,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19064,1.2 incitement and encouragement of harm
sexism2022_english-16008,2.2 aggressive and emotive attacks
sexism2022_english-10786,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15862,3.4 condescending explanations or unwelcome advice
sexism2022_english-10343,3.2 immutable gender differences and gender stereotypes
sexism2022_english-990,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15010,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-8735,4.2 supporting systemic discrimination against women as a group
sexism2022_english-7543,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16582,2.2 aggressive and emotive attacks
sexism2022_english-15493,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15542,2.2 aggressive and emotive attacks
sexism2022_english-16012,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-10206,2.1 descriptive attacks
sexism2022_english-16220,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12256,2.2 aggressive and emotive attacks
sexism2022_english-911,4.2 supporting systemic discrimination against women as a group
sexism2022_english-17302,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19843,4.2 supporting systemic discrimination against women as a group
sexism2022_english-15519,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14823,1.1 threats of harm
sexism2022_english-4377,2.2 aggressive and emotive attacks
sexism2022_english-12997,3.2 immutable gender differences and gender stereotypes
sexism2022_english-6518,3.2 immutable gender differences and gender stereotypes
sexism2022_english-14795,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-8534,3.3 backhanded gendered compliments
sexism2022_english-7101,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-18138,2.2 aggressive and emotive attacks
sexism2022_english-13176,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6206,1.2 incitement and encouragement of harm
sexism2022_english-3677,2.1 descriptive attacks
sexism2022_english-1687,3.2 immutable gender differences and gender stereotypes
sexism2022_english-19919,4.1 supporting mistreatment of individual women
sexism2022_english-15029,2.1 descriptive attacks
sexism2022_english-15875,2.2 aggressive and emotive attacks
sexism2022_english-12077,1.2 incitement and encouragement of harm
sexism2022_english-15184,4.1 supporting mistreatment of individual women
sexism2022_english-5183,4.2 supporting systemic discrimination against women as a group
sexism2022_english-10234,2.2 aggressive and emotive attacks
sexism2022_english-14362,1.1 threats of harm
sexism2022_english-7871,2.1 descriptive attacks
sexism2022_english-2614,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18610,3.2 immutable gender differences and gender stereotypes
sexism2022_english-14193,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17292,1.2 incitement and encouragement of harm
sexism2022_english-5113,3.2 immutable gender differences and gender stereotypes
sexism2022_english-17882,3.2 immutable gender differences and gender stereotypes
sexism2022_english-5581,1.2 incitement and encouragement of harm
sexism2022_english-11764,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-17540,2.2 aggressive and emotive attacks
sexism2022_english-8098,4.1 supporting mistreatment of individual women
sexism2022_english-11734,2.1 descriptive attacks
sexism2022_english-19389,2.1 descriptive attacks
sexism2022_english-18402,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4004,2.1 descriptive attacks
sexism2022_english-3334,2.2 aggressive and emotive attacks
sexism2022_english-6326,3.2 immutable gender differences and gender stereotypes
sexism2022_english-11432,2.1 descriptive attacks
sexism2022_english-9218,2.1 descriptive attacks
sexism2022_english-12238,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18179,2.1 descriptive attacks
sexism2022_english-9285,3.4 condescending explanations or unwelcome advice
sexism2022_english-5498,2.2 aggressive and emotive attacks
sexism2022_english-7129,2.1 descriptive attacks
sexism2022_english-19550,2.1 descriptive attacks
sexism2022_english-17173,3.2 immutable gender differences and gender stereotypes
sexism2022_english-1409,2.2 aggressive and emotive attacks
sexism2022_english-7176,2.1 descriptive attacks
sexism2022_english-421,2.1 descriptive attacks
sexism2022_english-494,2.1 descriptive attacks
sexism2022_english-2095,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-4898,2.1 descriptive attacks
sexism2022_english-2776,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16948,3.2 immutable gender differences and gender stereotypes
sexism2022_english-13619,4.2 supporting systemic discrimination against women as a group
sexism2022_english-1449,3.2 immutable gender differences and gender stereotypes
sexism2022_english-11695,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-5667,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6887,1.2 incitement and encouragement of harm
sexism2022_english-12761,2.2 aggressive and emotive attacks
sexism2022_english-14117,3.2 immutable gender differences and gender stereotypes
sexism2022_english-457,2.1 descriptive attacks
sexism2022_english-7542,2.2 aggressive and emotive attacks
sexism2022_english-1832,1.2 incitement and encouragement of harm
sexism2022_english-14092,4.1 supporting mistreatment of individual women
sexism2022_english-11531,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-6769,1.2 incitement and encouragement of harm
sexism2022_english-5545,3.3 backhanded gendered compliments
sexism2022_english-6213,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-11817,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4524,3.3 backhanded gendered compliments
sexism2022_english-12003,4.2 supporting systemic discrimination against women as a group
sexism2022_english-7696,2.2 aggressive and emotive attacks
sexism2022_english-12453,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7304,1.2 incitement and encouragement of harm
sexism2022_english-17152,3.2 immutable gender differences and gender stereotypes
sexism2022_english-15026,1.1 threats of harm
sexism2022_english-5558,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-6996,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7107,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-18755,2.1 descriptive attacks
sexism2022_english-12781,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19033,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-15042,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6689,1.2 incitement and encouragement of harm
sexism2022_english-10794,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-516,2.2 aggressive and emotive attacks
sexism2022_english-16333,2.1 descriptive attacks
sexism2022_english-8791,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4573,2.1 descriptive attacks
sexism2022_english-8128,4.1 supporting mistreatment of individual women
sexism2022_english-901,3.3 backhanded gendered compliments
sexism2022_english-18944,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12445,4.2 supporting systemic discrimination against women as a group
sexism2022_english-14613,3.2 immutable gender differences and gender stereotypes
sexism2022_english-5258,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-18674,2.2 aggressive and emotive attacks
sexism2022_english-6482,2.2 aggressive and emotive attacks
sexism2022_english-9547,2.2 aggressive and emotive attacks
sexism2022_english-4865,2.2 aggressive and emotive attacks
sexism2022_english-5598,2.2 aggressive and emotive attacks
sexism2022_english-10382,2.2 aggressive and emotive attacks
sexism2022_english-10681,2.1 descriptive attacks
sexism2022_english-648,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-92,4.2 supporting systemic discrimination against women as a group
sexism2022_english-1303,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17478,3.2 immutable gender differences and gender stereotypes
sexism2022_english-1022,4.2 supporting systemic discrimination against women as a group
sexism2022_english-11199,1.2 incitement and encouragement of harm
sexism2022_english-9259,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19341,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4682,2.2 aggressive and emotive attacks
sexism2022_english-1669,3.2 immutable gender differences and gender stereotypes
sexism2022_english-19299,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19424,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10994,1.2 incitement and encouragement of harm
sexism2022_english-13675,2.1 descriptive attacks
sexism2022_english-14899,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12950,2.2 aggressive and emotive attacks
sexism2022_english-8464,4.1 supporting mistreatment of individual women
sexism2022_english-17620,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18148,3.2 immutable gender differences and gender stereotypes
sexism2022_english-18068,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-19009,1.2 incitement and encouragement of harm
sexism2022_english-744,2.2 aggressive and emotive attacks
sexism2022_english-5084,1.2 incitement and encouragement of harm
sexism2022_english-9649,2.2 aggressive and emotive attacks
sexism2022_english-9480,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9983,2.1 descriptive attacks
sexism2022_english-11915,4.1 supporting mistreatment of individual women
sexism2022_english-5582,4.2 supporting systemic discrimination against women as a group
sexism2022_english-7734,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-5603,2.2 aggressive and emotive attacks
sexism2022_english-11032,2.1 descriptive attacks
sexism2022_english-174,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10073,1.1 threats of harm
sexism2022_english-10103,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14216,2.2 aggressive and emotive attacks
sexism2022_english-16106,2.2 aggressive and emotive attacks
sexism2022_english-1540,1.2 incitement and encouragement of harm
sexism2022_english-13454,1.2 incitement and encouragement of harm
sexism2022_english-19853,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17208,4.2 supporting systemic discrimination against women as a group
sexism2022_english-16429,3.2 immutable gender differences and gender stereotypes
sexism2022_english-10117,1.2 incitement and encouragement of harm
sexism2022_english-10964,2.1 descriptive attacks
sexism2022_english-5109,2.1 descriptive attacks
sexism2022_english-7576,2.1 descriptive attacks
sexism2022_english-19963,2.1 descriptive attacks
sexism2022_english-2869,2.1 descriptive attacks
sexism2022_english-10450,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3467,1.2 incitement and encouragement of harm
sexism2022_english-16559,2.2 aggressive and emotive attacks
sexism2022_english-9498,2.2 aggressive and emotive attacks
sexism2022_english-17835,2.2 aggressive and emotive attacks
sexism2022_english-7403,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-5660,2.2 aggressive and emotive attacks
sexism2022_english-9077,2.1 descriptive attacks
sexism2022_english-1766,2.1 descriptive attacks
sexism2022_english-14566,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13077,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13768,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-1806,2.2 aggressive and emotive attacks
sexism2022_english-13988,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12709,2.2 aggressive and emotive attacks
sexism2022_english-9661,2.1 descriptive attacks
sexism2022_english-9987,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-15215,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6511,4.2 supporting systemic discrimination against women as a group
sexism2022_english-3280,3.4 condescending explanations or unwelcome advice
sexism2022_english-16231,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-932,2.2 aggressive and emotive attacks
sexism2022_english-2879,2.2 aggressive and emotive attacks
sexism2022_english-9302,2.2 aggressive and emotive attacks
sexism2022_english-10640,2.1 descriptive attacks
sexism2022_english-13661,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-9224,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-16764,3.2 immutable gender differences and gender stereotypes
sexism2022_english-12048,2.1 descriptive attacks
sexism2022_english-14507,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12716,2.2 aggressive and emotive attacks
sexism2022_english-9795,2.1 descriptive attacks
sexism2022_english-1187,2.2 aggressive and emotive attacks
sexism2022_english-18099,1.2 incitement and encouragement of harm
sexism2022_english-5104,3.2 immutable gender differences and gender stereotypes
sexism2022_english-483,2.1 descriptive attacks
sexism2022_english-1102,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13010,2.1 descriptive attacks
sexism2022_english-1279,2.1 descriptive attacks
sexism2022_english-16113,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12558,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4299,2.1 descriptive attacks
sexism2022_english-4735,3.2 immutable gender differences and gender stereotypes
sexism2022_english-2525,3.2 immutable gender differences and gender stereotypes
sexism2022_english-16626,4.2 supporting systemic discrimination against women as a group
sexism2022_english-4576,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-9179,3.2 immutable gender differences and gender stereotypes
sexism2022_english-1302,2.1 descriptive attacks
sexism2022_english-3740,3.2 immutable gender differences and gender stereotypes
sexism2022_english-11122,2.3 dehumanising attacks & overt sexual objectification
sexism2022_english-3905,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-14968,2.2 aggressive and emotive attacks
sexism2022_english-11328,1.2 incitement and encouragement of harm
sexism2022_english-1944,3.2 immutable gender differences and gender stereotypes
sexism2022_english-1752,3.4 condescending explanations or unwelcome advice
sexism2022_english-13251,2.2 aggressive and emotive attacks
sexism2022_english-10970,1.2 incitement and encouragement of harm
sexism2022_english-16661,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13559,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3674,2.1 descriptive attacks
sexism2022_english-17032,4.2 supporting systemic discrimination against women as a group
sexism2022_english-18798,2.2 aggressive and emotive attacks
sexism2022_english-14838,1.2 incitement and encouragement of harm
sexism2022_english-8811,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12952,2.2 aggressive and emotive attacks
sexism2022_english-6553,2.1 descriptive attacks
sexism2022_english-14460,2.1 descriptive attacks
sexism2022_english-3862,2.2 aggressive and emotive attacks
sexism2022_english-17348,2.1 descriptive attacks
sexism2022_english-5215,4.1 supporting mistreatment of individual women
sexism2022_english-13363,1.2 incitement and encouragement of harm
sexism2022_english-115,2.2 aggressive and emotive attacks
sexism2022_english-18604,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-19508,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-12297,2.2 aggressive and emotive attacks
sexism2022_english-5168,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9109,3.2 immutable gender differences and gender stereotypes
sexism2022_english-10019,2.2 aggressive and emotive attacks
sexism2022_english-17645,1.2 incitement and encouragement of harm
sexism2022_english-7178,3.3 backhanded gendered compliments
sexism2022_english-13907,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4350,4.1 supporting mistreatment of individual women
sexism2022_english-12312,3.3 backhanded gendered compliments
sexism2022_english-14020,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-7340,2.2 aggressive and emotive attacks
sexism2022_english-13172,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-17750,2.2 aggressive and emotive attacks
sexism2022_english-13819,2.2 aggressive and emotive attacks
sexism2022_english-7914,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10965,2.1 descriptive attacks
sexism2022_english-1759,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-10126,2.2 aggressive and emotive attacks
sexism2022_english-10850,2.2 aggressive and emotive attacks
sexism2022_english-3060,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-13308,4.2 supporting systemic discrimination against women as a group
sexism2022_english-9406,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-6579,3.3 backhanded gendered compliments
sexism2022_english-13655,2.2 aggressive and emotive attacks
sexism2022_english-4752,4.2 supporting systemic discrimination against women as a group
sexism2022_english-15865,2.1 descriptive attacks
sexism2022_english-3848,2.1 descriptive attacks
sexism2022_english-733,2.1 descriptive attacks
sexism2022_english-7769,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-3265,"3.1 casual use of gendered slurs, profanities, and insults"
sexism2022_english-4792,3.2 immutable gender differences and gender stereotypes
