id,labels
sexism2022_english-9598,"1. threats, plans to harm and incitement"
sexism2022_english-19623,3. animosity
sexism2022_english-701,2. derogation
sexism2022_english-15483,"1. threats, plans to harm and incitement"
sexism2022_english-9989,"1. threats, plans to harm and incitement"
sexism2022_english-9422,2. derogation
sexism2022_english-10876,"1. threats, plans to harm and incitement"
sexism2022_english-8851,2. derogation
sexism2022_english-3149,2. derogation
sexism2022_english-10368,2. derogation
sexism2022_english-7368,3. animosity
sexism2022_english-2775,4. prejudiced discussions
sexism2022_english-18443,4. prejudiced discussions
sexism2022_english-10935,3. animosity
sexism2022_english-3426,3. animosity
sexism2022_english-6038,4. prejudiced discussions
sexism2022_english-18697,"1. threats, plans to harm and incitement"
sexism2022_english-11001,2. derogation
sexism2022_english-10018,3. animosity
sexism2022_english-11850,4. prejudiced discussions
sexism2022_english-19263,4. prejudiced discussions
sexism2022_english-12647,4. prejudiced discussions
sexism2022_english-8895,3. animosity
sexism2022_english-4943,3. animosity
sexism2022_english-18991,4. prejudiced discussions
sexism2022_english-18142,4. prejudiced discussions
sexism2022_english-13235,2. derogation
sexism2022_english-10360,2. derogation
sexism2022_english-15983,"1. threats, plans to harm and incitement"
sexism2022_english-17303,"1. threats, plans to harm and incitement"
sexism2022_english-15774,3. animosity
sexism2022_english-9798,2. derogation
sexism2022_english-15923,2. derogation
sexism2022_english-11807,2. derogation
sexism2022_english-19022,3. animosity
sexism2022_english-12035,3. animosity
sexism2022_english-1593,2. derogation
sexism2022_english-4745,4. prejudiced discussions
sexism2022_english-2409,2. derogation
sexism2022_english-19955,2. derogation
sexism2022_english-12038,3. animosity
sexism2022_english-18782,"1. threats, plans to harm and incitement"
sexism2022_english-3804,2. derogation
sexism2022_english-18029,2. derogation
sexism2022_english-7399,3. animosity
sexism2022_english-2278,3. animosity
sexism2022_english-11960,2. derogation
sexism2022_english-5288,3. animosity
sexism2022_english-6503,3. animosity
sexism2022_english-14972,3. animosity
sexism2022_english-12486,3. animosity
sexism2022_english-9861,"1. threats, plans to harm and incitement"
sexism2022_english-13100,2. derogation
sexism2022_english-2216,2. derogation
sexism2022_english-16335,3. animosity
sexism2022_english-19918,3. animosity
sexism2022_english-9385,3. animosity
sexism2022_english-15906,3. animosity
sexism2022_english-6007,3. animosity
sexism2022_english-6696,4. prejudiced discussions
sexism2022_english-17342,3. animosity
sexism2022_english-12730,2. derogation
sexism2022_english-18415,2. derogation
sexism2022_english-3564,3. animosity
sexism2022_english-11460,"1. threats, plans to harm and incitement"
sexism2022_english-7824,"1. threats, plans to harm and incitement"
sexism2022_english-12713,2. derogation
sexism2022_english-9202,2. derogation
sexism2022_english-19448,2. derogation
sexism2022_english-172,2. derogation
sexism2022_english-6448,2. derogation
sexism2022_english-14814,4. prejudiced discussions
sexism2022_english-2426,"1. threats, plans to harm and incitement"
sexism2022_english-7935,2. derogation
sexism2022_english-8873,"1. threats, plans to harm and incitement"
sexism2022_english-15860,"1. threats, plans to harm and incitement"
sexism2022_english-11834,2. derogation
sexism2022_english-9718,4. prejudiced discussions
sexism2022_english-16329,3. animosity
sexism2022_english-3668,2. derogation
sexism2022_english-5359,3. animosity
sexism2022_english-10215,"1. threats, plans to harm and incitement"
sexism2022_english-11933,4. prejudiced discussions
sexism2022_english-16394,2. derogation
sexism2022_english-3026,3. animosity
sexism2022_english-6940,2. derogation
sexism2022_english-17588,2. derogation
sexism2022_english-15883,4. prejudiced discussions
sexism2022_english-5125,"1. threats, plans to harm and incitement"
sexism2022_english-5552,3. animosity
sexism2022_english-9951,2. derogation
sexism2022_english-2934,3. animosity
sexism2022_english-8052,3. animosity
sexism2022_english-16141,2. derogation
sexism2022_english-11746,3. animosity
sexism2022_english-15276,2. derogation
sexism2022_english-3635,2. derogation
sexism2022_english-12863,4. prejudiced discussions
sexism2022_english-14347,3. animosity
sexism2022_english-12537,3. animosity
sexism2022_english-15954,2. derogation
sexism2022_english-11973,2. derogation
sexism2022_english-3048,"1. threats, plans to harm and incitement"
sexism2022_english-7048,4. prejudiced discussions
sexism2022_english-7002,2. derogation
sexism2022_english-7663,3. animosity
sexism2022_english-977,3. animosity
sexism2022_english-19464,3. animosity
sexism2022_english-11363,2. derogation
sexism2022_english-965,2. derogation
sexism2022_english-11781,3. animosity
sexism2022_english-18412,2. derogation
sexism2022_english-471,3. animosity
sexism2022_english-17179,3. animosity
sexism2022_english-12198,4. prejudiced discussions
sexism2022_english-7042,2. derogation
sexism2022_english-6568,2. derogation
sexism2022_english-16808,3. animosity
sexism2022_english-18200,2. derogation
sexism2022_english-10878,2. derogation
sexism2022_english-18856,2. derogation
sexism2022_english-8539,2. derogation
sexism2022_english-3278,4. prejudiced discussions
sexism2022_english-15890,3. animosity
sexism2022_english-5154,3. animosity
sexism2022_english-15170,2. derogation
sexism2022_english-14815,2. derogation
sexism2022_english-1172,4. prejudiced discussions
sexism2022_english-6534,2. derogation
sexism2022_english-17337,2. derogation
sexism2022_english-10171,2. derogation
sexism2022_english-6622,2. derogation
sexism2022_english-3964,3. animosity
sexism2022_english-11904,3. animosity
sexism2022_english-875,2. derogation
sexism2022_english-6921,3. animosity
sexism2022_english-70,3. animosity
sexism2022_english-17751,2. derogation
sexism2022_english-15157,3. animosity
sexism2022_english-15749,2. derogation
sexism2022_english-11861,2. derogation
sexism2022_english-6437,3. animosity
sexism2022_english-12313,2. derogation
sexism2022_english-292,3. animosity
sexism2022_english-2452,3. animosity
sexism2022_english-3433,3. animosity
sexism2022_english-17395,3. animosity
sexism2022_english-1418,3. animosity
sexism2022_english-9631,3. animosity
sexism2022_english-9474,3. animosity
sexism2022_english-11256,4. prejudiced discussions
sexism2022_english-16286,2. derogation
sexism2022_english-15767,4. prejudiced discussions
sexism2022_english-12059,2. derogation
sexism2022_english-14554,3. animosity
sexism2022_english-11329,3. animosity
sexism2022_english-3015,2. derogation
sexism2022_english-12988,3. animosity
sexism2022_english-15645,2. derogation
sexism2022_english-14446,2. derogation
sexism2022_english-19011,"1. threats, plans to harm and incitement"
sexism2022_english-15448,3. animosity
sexism2022_english-6263,4. prejudiced discussions
sexism2022_english-6548,2. derogation
sexism2022_english-10822,3. animosity
sexism2022_english-13590,2. derogation
sexism2022_english-15424,3. animosity
sexism2022_english-10566,3. animosity
sexism2022_english-15203,2. derogation
sexism2022_english-8874,3. animosity
sexism2022_english-2666,2. derogation
sexism2022_english-17928,2. derogation
sexism2022_english-15623,4. prejudiced discussions
sexism2022_english-15779,2. derogation
sexism2022_english-15579,3. animosity
sexism2022_english-1853,2. derogation
sexism2022_english-14969,3. animosity
sexism2022_english-10686,"1. threats, plans to harm and incitement"
sexism2022_english-19863,3. animosity
sexism2022_english-8551,2. derogation
sexism2022_english-3581,2. derogation
sexism2022_english-2229,2. derogation
sexism2022_english-2990,4. prejudiced discussions
sexism2022_english-3670,3. animosity
sexism2022_english-17754,4. prejudiced discussions
sexism2022_english-9359,2. derogation
sexism2022_english-3444,3. animosity
sexism2022_english-19064,"1. threats, plans to harm and incitement"
sexism2022_english-16008,2. derogation
sexism2022_english-10786,3. animosity
sexism2022_english-15862,3. animosity
sexism2022_english-10343,3. animosity
sexism2022_english-990,3. animosity
sexism2022_english-15010,2. derogation
sexism2022_english-8735,4. prejudiced discussions
sexism2022_english-7543,3. animosity
sexism2022_english-16582,2. derogation
sexism2022_english-15493,3. animosity
sexism2022_english-15542,2. derogation
sexism2022_english-16012,2. derogation
sexism2022_english-10206,2. derogation
sexism2022_english-16220,3. animosity
sexism2022_english-12256,2. derogation
sexism2022_english-911,4. prejudiced discussions
sexism2022_english-17302,3. animosity
sexism2022_english-19843,4. prejudiced discussions
sexism2022_english-15519,3. animosity
sexism2022_english-14823,"1. threats, plans to harm and incitement"
sexism2022_english-4377,2. derogation
sexism2022_english-12997,3. animosity
sexism2022_english-6518,3. animosity
sexism2022_english-14795,3. animosity
sexism2022_english-8534,3. animosity
sexism2022_english-7101,2. derogation
sexism2022_english-18138,2. derogation
sexism2022_english-13176,3. animosity
sexism2022_english-6206,"1. threats, plans to harm and incitement"
sexism2022_english-3677,2. derogation
sexism2022_english-1687,3. animosity
sexism2022_english-19919,4. prejudiced discussions
sexism2022_english-15029,2. derogation
sexism2022_english-15875,2. derogation
sexism2022_english-12077,"1. threats, plans to harm and incitement"
sexism2022_english-15184,4. prejudiced discussions
sexism2022_english-5183,4. prejudiced discussions
sexism2022_english-10234,2. derogation
sexism2022_english-14362,"1. threats, plans to harm and incitement"
sexism2022_english-7871,2. derogation
sexism2022_english-2614,3. animosity
sexism2022_english-18610,3. animosity
sexism2022_english-14193,3. animosity
sexism2022_english-17292,"1. threats, plans to harm and incitement"
sexism2022_english-5113,3. animosity
sexism2022_english-17882,3. animosity
sexism2022_english-5581,"1. threats, plans to harm and incitement"
sexism2022_english-11764,2. derogation
sexism2022_english-17540,2. derogation
sexism2022_english-8098,4. prejudiced discussions
sexism2022_english-11734,2. derogation
sexism2022_english-19389,2. derogation
sexism2022_english-18402,2. derogation
sexism2022_english-4004,2. derogation
sexism2022_english-3334,2. derogation
sexism2022_english-6326,3. animosity
sexism2022_english-11432,2. derogation
sexism2022_english-9218,2. derogation
sexism2022_english-12238,3. animosity
sexism2022_english-18179,2. derogation
sexism2022_english-9285,3. animosity
sexism2022_english-5498,2. derogation
sexism2022_english-7129,2. derogation
sexism2022_english-19550,2. derogation
sexism2022_english-17173,3. animosity
sexism2022_english-1409,2. derogation
sexism2022_english-7176,2. derogation
sexism2022_english-421,2. derogation
sexism2022_english-494,2. derogation
sexism2022_english-2095,2. derogation
sexism2022_english-4898,2. derogation
sexism2022_english-2776,3. animosity
sexism2022_english-16948,3. animosity
sexism2022_english-13619,4. prejudiced discussions
sexism2022_english-1449,3. animosity
sexism2022_english-11695,3. animosity
sexism2022_english-5667,3. animosity
sexism2022_english-6887,"1. threats, plans to harm and incitement"
sexism2022_english-12761,2. derogation
sexism2022_english-14117,3. animosity
sexism2022_english-457,2. derogation
sexism2022_english-7542,2. derogation
sexism2022_english-1832,"1. threats, plans to harm and incitement"
sexism2022_english-14092,4. prejudiced discussions
sexism2022_english-11531,2. derogation
sexism2022_english-6769,"1. threats, plans to harm and incitement"
sexism2022_english-5545,3. animosity
sexism2022_english-6213,3. animosity
sexism2022_english-11817,3. animosity
sexism2022_english-4524,3. animosity
sexism2022_english-12003,4. prejudiced discussions
sexism2022_english-7696,2. derogation
sexism2022_english-12453,3. animosity
sexism2022_english-7304,"1. threats, plans to harm and incitement"
sexism2022_english-17152,3. animosity
sexism2022_english-15026,"1. threats, plans to harm and incitement"
sexism2022_english-5558,2. derogation
sexism2022_english-6996,3. animosity
sexism2022_english-7107,2. derogation
sexism2022_english-18755,2. derogation
sexism2022_english-12781,3. animosity
sexism2022_english-19033,3. animosity
sexism2022_english-15042,3. animosity
sexism2022_english-6689,"1. threats, plans to harm and incitement"
sexism2022_english-10794,3. animosity
sexism2022_english-516,2. derogation
sexism2022_english-16333,2. derogation
sexism2022_english-8791,3. animosity
sexism2022_english-4573,2. derogation
sexism2022_english-8128,4. prejudiced discussions
sexism2022_english-901,3. animosity
sexism2022_english-18944,3. animosity
sexism2022_english-12445,4. prejudiced discussions
sexism2022_english-14613,3. animosity
sexism2022_english-5258,3. animosity
sexism2022_english-18674,2. derogation
sexism2022_english-6482,2. derogation
sexism2022_english-9547,2. derogation
sexism2022_english-4865,2. derogation
sexism2022_english-5598,2. derogation
sexism2022_english-10382,2. derogation
sexism2022_english-10681,2. derogation
sexism2022_english-648,3. animosity
sexism2022_english-92,4. prejudiced discussions
sexism2022_english-1303,3. animosity
sexism2022_english-17478,3. animosity
sexism2022_english-1022,4. prejudiced discussions
sexism2022_english-11199,"1. threats, plans to harm and incitement"
sexism2022_english-9259,3. animosity
sexism2022_english-19341,3. animosity
sexism2022_english-4682,2. derogation
sexism2022_english-1669,3. animosity
sexism2022_english-19299,3. animosity
sexism2022_english-19424,3. animosity
sexism2022_english-10994,"1. threats, plans to harm and incitement"
sexism2022_english-13675,2. derogation
sexism2022_english-14899,3. animosity
sexism2022_english-12950,2. derogation
sexism2022_english-8464,4. prejudiced discussions
sexism2022_english-17620,4. prejudiced discussions
sexism2022_english-18148,3. animosity
sexism2022_english-18068,2. derogation
sexism2022_english-19009,"1. threats, plans to harm and incitement"
sexism2022_english-744,2. derogation
sexism2022_english-5084,"1. threats, plans to harm and incitement"
sexism2022_english-9649,2. derogation
sexism2022_english-9480,3. animosity
sexism2022_english-9983,2. derogation
sexism2022_english-11915,4. prejudiced discussions
sexism2022_english-5582,4. prejudiced discussions
sexism2022_english-7734,2. derogation
sexism2022_english-5603,2. derogation
sexism2022_english-11032,2. derogation
sexism2022_english-174,3. animosity
sexism2022_english-10073,"1. threats, plans to harm and incitement"
sexism2022_english-10103,3. animosity
sexism2022_english-14216,2. derogation
sexism2022_english-16106,2. derogation
sexism2022_english-1540,"1. threats, plans to harm and incitement"
sexism2022_english-13454,"1. threats, plans to harm and incitement"
sexism2022_english-19853,3. animosity
sexism2022_english-17208,4. prejudiced discussions
sexism2022_english-16429,3. animosity
sexism2022_english-10117,"1. threats, plans to harm and incitement"
sexism2022_english-10964,2. derogation
sexism2022_english-5109,2. derogation
sexism2022_english-7576,2. derogation
sexism2022_english-19963,2. derogation
sexism2022_english-2869,2. derogation
sexism2022_english-10450,3. animosity
sexism2022_english-3467,"1. threats, plans to harm and incitement"
sexism2022_english-16559,2. derogation
sexism2022_english-9498,2. derogation
sexism2022_english-17835,2. derogation
sexism2022_english-7403,3. animosity
sexism2022_english-5660,2. derogation
sexism2022_english-9077,2. derogation
sexism2022_english-1766,2. derogation
sexism2022_english-14566,3. animosity
sexism2022_english-13077,3. animosity
sexism2022_english-13768,3. animosity
sexism2022_english-1806,2. derogation
sexism2022_english-13988,3. animosity
sexism2022_english-12709,2. derogation
sexism2022_english-9661,2. derogation
sexism2022_english-9987,2. derogation
sexism2022_english-15215,3. animosity
sexism2022_english-6511,4. prejudiced discussions
sexism2022_english-3280,3. animosity
sexism2022_english-16231,3. animosity
sexism2022_english-932,2. derogation
sexism2022_english-2879,2. derogation
sexism2022_english-9302,2. derogation
sexism2022_english-10640,2. derogation
sexism2022_english-13661,3. animosity
sexism2022_english-9224,3. animosity
sexism2022_english-16764,3. animosity
sexism2022_english-12048,2. derogation
sexism2022_english-14507,3. animosity
sexism2022_english-12716,2. derogation
sexism2022_english-9795,2. derogation
sexism2022_english-1187,2. derogation
sexism2022_english-18099,"1. threats, plans to harm and incitement"
sexism2022_english-5104,3. animosity
sexism2022_english-483,2. derogation
sexism2022_english-1102,3. animosity
sexism2022_english-13010,2. derogation
sexism2022_english-1279,2. derogation
sexism2022_english-16113,3. animosity
sexism2022_english-12558,3. animosity
sexism2022_english-4299,2. derogation
sexism2022_english-4735,3. animosity
sexism2022_english-2525,3. animosity
sexism2022_english-16626,4. prejudiced discussions
sexism2022_english-4576,2. derogation
sexism2022_english-9179,3. animosity
sexism2022_english-1302,2. derogation
sexism2022_english-3740,3. animosity
sexism2022_english-11122,2. derogation
sexism2022_english-3905,3. animosity
sexism2022_english-14968,2. derogation
sexism2022_english-11328,"1. threats, plans to harm and incitement"
sexism2022_english-1944,3. animosity
sexism2022_english-1752,3. animosity
sexism2022_english-13251,2. derogation
sexism2022_english-10970,"1. threats, plans to harm and incitement"
sexism2022_english-16661,3. animosity
sexism2022_english-13559,3. animosity
sexism2022_english-3674,2. derogation
sexism2022_english-17032,4. prejudiced discussions
sexism2022_english-18798,2. derogation
sexism2022_english-14838,"1. threats, plans to harm and incitement"
sexism2022_english-8811,3. animosity
sexism2022_english-12952,2. derogation
sexism2022_english-6553,2. derogation
sexism2022_english-14460,2. derogation
sexism2022_english-3862,2. derogation
sexism2022_english-17348,2. derogation
sexism2022_english-5215,4. prejudiced discussions
sexism2022_english-13363,"1. threats, plans to harm and incitement"
sexism2022_english-115,2. derogation
sexism2022_english-18604,3. animosity
sexism2022_english-19508,3. animosity
sexism2022_english-12297,2. derogation
sexism2022_english-5168,4. prejudiced discussions
sexism2022_english-9109,3. animosity
sexism2022_english-10019,2. derogation
sexism2022_english-17645,"1. threats, plans to harm and incitement"
sexism2022_english-7178,3. animosity
sexism2022_english-13907,3. animosity
sexism2022_english-4350,4. prejudiced discussions
sexism2022_english-12312,3. animosity
sexism2022_english-14020,3. animosity
sexism2022_english-7340,2. derogation
sexism2022_english-13172,3. animosity
sexism2022_english-17750,2. derogation
sexism2022_english-13819,2. derogation
sexism2022_english-7914,3. animosity
sexism2022_english-10965,2. derogation
sexism2022_english-1759,3. animosity
sexism2022_english-10126,2. derogation
sexism2022_english-10850,2. derogation
sexism2022_english-3060,3. animosity
sexism2022_english-13308,4. prejudiced discussions
sexism2022_english-9406,3. animosity
sexism2022_english-6579,3. animosity
sexism2022_english-13655,2. derogation
sexism2022_english-4752,4. prejudiced discussions
sexism2022_english-15865,2. derogation
sexism2022_english-3848,2. derogation
sexism2022_english-733,2. derogation
sexism2022_english-7769,3. animosity
sexism2022_english-3265,3. animosity
sexism2022_english-4792,3. animosity
sexism2022_english-3510,3. animosity
sexism2022_english-13510,2. derogation
sexism2022_english-18369,2. derogation
sexism2022_english-4620,2. derogation
sexism2022_english-6738,3. animosity
sexism2022_english-19439,4. prejudiced discussions
sexism2022_english-4478,"1. threats, plans to harm and incitement"
sexism2022_english-11957,2. derogation
sexism2022_english-4570,4. prejudiced discussions
sexism2022_english-10824,4. prejudiced discussions
sexism2022_english-267,3. animosity
sexism2022_english-152,"1. threats, plans to harm and incitement"
sexism2022_english-3343,2. derogation
sexism2022_english-12068,3. animosity
sexism2022_english-2018,2. derogation
sexism2022_english-9210,2. derogation
sexism2022_english-18418,2. derogation
sexism2022_english-6807,3. animosity
sexism2022_english-16955,3. animosity
sexism2022_english-10820,3. animosity
sexism2022_english-7475,4. prejudiced discussions
sexism2022_english-11439,3. animosity
sexism2022_english-4900,3. animosity
sexism2022_english-7775,"1. threats, plans to harm and incitement"
sexism2022_english-12650,"1. threats, plans to harm and incitement"
sexism2022_english-11434,2. derogation
sexism2022_english-10013,2. derogation
sexism2022_english-995,3. animosity
sexism2022_english-16700,2. derogation
sexism2022_english-10658,2. derogation
sexism2022_english-18004,4. prejudiced discussions
sexism2022_english-11127,2. derogation
sexism2022_english-19912,2. derogation
sexism2022_english-11913,4. prejudiced discussions
sexism2022_english-8863,3. animosity
sexism2022_english-14992,2. derogation
sexism2022_english-942,2. derogation
sexism2022_english-2128,"1. threats, plans to harm and incitement"
sexism2022_english-2043,3. animosity
sexism2022_english-8713,2. derogation
sexism2022_english-10088,3. animosity
sexism2022_english-7807,2. derogation
sexism2022_english-11227,4. prejudiced discussions
sexism2022_english-2006,2. derogation
sexism2022_english-4316,3. animosity
sexism2022_english-1422,2. derogation
sexism2022_english-18679,"1. threats, plans to harm and incitement"
sexism2022_english-19025,3. animosity
sexism2022_english-18497,2. derogation
sexism2022_english-7274,2. derogation
sexism2022_english-2905,2. derogation
sexism2022_english-5388,2. derogation
sexism2022_english-9517,4. prejudiced discussions
sexism2022_english-18436,2. derogation
sexism2022_english-9663,4. prejudiced discussions
sexism2022_english-9370,2. derogation
sexism2022_english-1778,3. animosity
sexism2022_english-18974,2. derogation
sexism2022_english-593,2. derogation
sexism2022_english-3459,2. derogation
sexism2022_english-8794,2. derogation
sexism2022_english-18911,4. prejudiced discussions
sexism2022_english-12457,3. animosity
sexism2022_english-5323,2. derogation
sexism2022_english-16366,3. animosity
sexism2022_english-1109,2. derogation
sexism2022_english-4061,"1. threats, plans to harm and incitement"
sexism2022_english-1818,"1. threats, plans to harm and incitement"
sexism2022_english-5662,2. derogation
sexism2022_english-14792,2. derogation
sexism2022_english-14592,2. derogation
sexism2022_english-10115,3. animosity
sexism2022_english-7830,2. derogation
sexism2022_english-7983,2. derogation
sexism2022_english-18036,2. derogation
sexism2022_english-13884,2. derogation
sexism2022_english-2398,3. animosity
sexism2022_english-3333,4. prejudiced discussions
sexism2022_english-11155,4. prejudiced discussions
sexism2022_english-8227,3. animosity
sexism2022_english-6327,3. animosity
sexism2022_english-13426,3. animosity
sexism2022_english-19603,2. derogation
sexism2022_english-10029,2. derogation
sexism2022_english-15478,3. animosity
sexism2022_english-3429,3. animosity
sexism2022_english-12087,2. derogation
sexism2022_english-652,3. animosity
sexism2022_english-7428,3. animosity
sexism2022_english-8137,"1. threats, plans to harm and incitement"
sexism2022_english-5583,2. derogation
sexism2022_english-2293,"1. threats, plans to harm and incitement"
sexism2022_english-780,4. prejudiced discussions
sexism2022_english-5180,2. derogation
sexism2022_english-711,2. derogation
sexism2022_english-1500,3. animosity
sexism2022_english-14853,2. derogation
sexism2022_english-3142,3. animosity
sexism2022_english-17259,2. derogation
sexism2022_english-15252,3. animosity
sexism2022_english-6637,2. derogation
sexism2022_english-7623,2. derogation
sexism2022_english-18163,2. derogation
sexism2022_english-102,2. derogation
sexism2022_english-1518,2. derogation
sexism2022_english-13335,2. derogation
sexism2022_english-18677,2. derogation
sexism2022_english-2529,2. derogation
sexism2022_english-15196,4. prejudiced discussions
sexism2022_english-9624,2. derogation
sexism2022_english-4344,"1. threats, plans to harm and incitement"
sexism2022_english-3620,3. animosity
sexism2022_english-8155,2. derogation
sexism2022_english-12494,2. derogation
sexism2022_english-4245,2. derogation
sexism2022_english-8144,2. derogation
sexism2022_english-1925,3. animosity
sexism2022_english-16017,2. derogation
sexism2022_english-6222,2. derogation
sexism2022_english-13934,3. animosity
sexism2022_english-11641,3. animosity
sexism2022_english-5734,2. derogation
sexism2022_english-17854,2. derogation
sexism2022_english-18041,3. animosity
sexism2022_english-5283,4. prejudiced discussions
sexism2022_english-17650,4. prejudiced discussions
sexism2022_english-11997,2. derogation
sexism2022_english-10928,2. derogation
sexism2022_english-1176,2. derogation
sexism2022_english-12254,2. derogation
sexism2022_english-2799,2. derogation
sexism2022_english-8931,3. animosity
sexism2022_english-7854,"1. threats, plans to harm and incitement"
sexism2022_english-12024,3. animosity
sexism2022_english-13993,3. animosity
sexism2022_english-16319,3. animosity
sexism2022_english-2303,"1. threats, plans to harm and incitement"
sexism2022_english-2062,2. derogation
sexism2022_english-11794,"1. threats, plans to harm and incitement"
sexism2022_english-10552,4. prejudiced discussions
sexism2022_english-9826,2. derogation
sexism2022_english-15331,3. animosity
sexism2022_english-16760,3. animosity
sexism2022_english-14793,2. derogation
sexism2022_english-3412,3. animosity
sexism2022_english-873,4. prejudiced discussions
sexism2022_english-953,3. animosity
sexism2022_english-4064,2. derogation
sexism2022_english-14512,2. derogation
sexism2022_english-17364,2. derogation
sexism2022_english-15064,3. animosity
sexism2022_english-17387,3. animosity
sexism2022_english-4517,3. animosity
sexism2022_english-10227,3. animosity
sexism2022_english-7311,3. animosity
sexism2022_english-13185,3. animosity
sexism2022_english-14574,2. derogation
sexism2022_english-6973,3. animosity
sexism2022_english-17774,2. derogation
sexism2022_english-15638,3. animosity
sexism2022_english-9953,4. prejudiced discussions
sexism2022_english-4056,"1. threats, plans to harm and incitement"
sexism2022_english-1334,3. animosity
sexism2022_english-5821,2. derogation
sexism2022_english-9792,3. animosity
sexism2022_english-13338,3. animosity
sexism2022_english-19349,3. animosity
sexism2022_english-231,4. prejudiced discussions
sexism2022_english-18876,2. derogation
sexism2022_english-1776,2. derogation
sexism2022_english-10719,"1. threats, plans to harm and incitement"
sexism2022_english-14255,2. derogation
sexism2022_english-10318,3. animosity
sexism2022_english-154,4. prejudiced discussions
sexism2022_english-1596,2. derogation
sexism2022_english-16503,2. derogation
sexism2022_english-3403,2. derogation
sexism2022_english-14228,3. animosity
sexism2022_english-17043,3. animosity
sexism2022_english-2026,3. animosity
sexism2022_english-11739,2. derogation
sexism2022_english-1342,3. animosity
sexism2022_english-19049,"1. threats, plans to harm and incitement"
sexism2022_english-13615,2. derogation
sexism2022_english-16201,2. derogation
sexism2022_english-19467,2. derogation
sexism2022_english-8827,3. animosity
sexism2022_english-19656,3. animosity
sexism2022_english-11735,2. derogation
sexism2022_english-17868,2. derogation
sexism2022_english-18682,2. derogation
sexism2022_english-1899,3. animosity
sexism2022_english-11375,2. derogation
sexism2022_english-148,4. prejudiced discussions
sexism2022_english-19758,2. derogation
sexism2022_english-18033,2. derogation
sexism2022_english-16640,"1. threats, plans to harm and incitement"
sexism2022_english-3241,2. derogation
sexism2022_english-4086,2. derogation
sexism2022_english-10617,4. prejudiced discussions
sexism2022_english-16723,2. derogation
sexism2022_english-17371,3. animosity
sexism2022_english-500,3. animosity
sexism2022_english-17859,4. prejudiced discussions
sexism2022_english-7413,3. animosity
sexism2022_english-18065,3. animosity
sexism2022_english-746,2. derogation
sexism2022_english-1580,"1. threats, plans to harm and incitement"
sexism2022_english-16324,2. derogation
sexism2022_english-1173,4. prejudiced discussions
sexism2022_english-15441,3. animosity
sexism2022_english-6417,2. derogation
sexism2022_english-16405,3. animosity
sexism2022_english-16167,3. animosity
sexism2022_english-5434,2. derogation
sexism2022_english-12097,2. derogation
sexism2022_english-6853,2. derogation
sexism2022_english-19312,3. animosity
sexism2022_english-6849,2. derogation
sexism2022_english-9226,2. derogation
sexism2022_english-5892,2. derogation
sexism2022_english-4392,3. animosity
sexism2022_english-7993,2. derogation
sexism2022_english-3990,3. animosity
sexism2022_english-19849,"1. threats, plans to harm and incitement"
sexism2022_english-5969,3. animosity
sexism2022_english-3737,2. derogation
sexism2022_english-4804,3. animosity
sexism2022_english-14397,3. animosity
sexism2022_english-16627,"1. threats, plans to harm and incitement"
sexism2022_english-15066,4. prejudiced discussions
sexism2022_english-1804,3. animosity
sexism2022_english-15632,4. prejudiced discussions
sexism2022_english-11774,3. animosity
sexism2022_english-16502,3. animosity
sexism2022_english-17389,4. prejudiced discussions
sexism2022_english-19188,3. animosity
sexism2022_english-5792,"1. threats, plans to harm and incitement"
sexism2022_english-15390,2. derogation
sexism2022_english-7183,2. derogation
sexism2022_english-19157,2. derogation
sexism2022_english-15439,2. derogation
sexism2022_english-4525,2. derogation
sexism2022_english-1673,2. derogation
sexism2022_english-13746,3. animosity
sexism2022_english-2991,2. derogation
sexism2022_english-2377,2. derogation
sexism2022_english-17999,3. animosity
sexism2022_english-15488,2. derogation
sexism2022_english-2431,4. prejudiced discussions
sexism2022_english-440,3. animosity
sexism2022_english-16752,2. derogation
sexism2022_english-3139,2. derogation
sexism2022_english-2480,2. derogation
sexism2022_english-14226,2. derogation
sexism2022_english-17332,2. derogation
sexism2022_english-2988,4. prejudiced discussions
sexism2022_english-13348,2. derogation
sexism2022_english-5531,3. animosity
sexism2022_english-2197,3. animosity
sexism2022_english-13058,2. derogation
sexism2022_english-19959,"1. threats, plans to harm and incitement"
sexism2022_english-628,2. derogation
sexism2022_english-15396,3. animosity
sexism2022_english-19386,2. derogation
sexism2022_english-8159,2. derogation
sexism2022_english-1809,2. derogation
sexism2022_english-6380,2. derogation
sexism2022_english-2441,"1. threats, plans to harm and incitement"
sexism2022_english-9708,2. derogation
sexism2022_english-9004,3. animosity
sexism2022_english-8216,2. derogation
sexism2022_english-17550,3. animosity
sexism2022_english-19827,2. derogation
sexism2022_english-1792,2. derogation
sexism2022_english-17597,2. derogation
sexism2022_english-9688,2. derogation
sexism2022_english-16703,2. derogation
sexism2022_english-1396,3. animosity
sexism2022_english-2885,2. derogation
sexism2022_english-566,2. derogation
sexism2022_english-18882,"1. threats, plans to harm and incitement"
sexism2022_english-14265,2. derogation
sexism2022_english-9265,2. derogation
sexism2022_english-17687,3. animosity
sexism2022_english-16871,2. derogation
sexism2022_english-5900,3. animosity
sexism2022_english-6189,3. animosity
sexism2022_english-2867,"1. threats, plans to harm and incitement"
sexism2022_english-11293,3. animosity
sexism2022_english-2598,3. animosity
sexism2022_english-17532,2. derogation
