_id,category,description
o-dang_ami_543,sexual_harassment,ami_category_desc_543
o-dang_ami_544,sexual_harassment,ami_category_desc_544
o-dang_ami_545,sexual_harassment,ami_category_desc_545
o-dang_ami_546,sexual_harassment,ami_category_desc_546
o-dang_ami_547,sexual_harassment,ami_category_desc_547
o-dang_ami_548,sexual_harassment,ami_category_desc_548
o-dang_ami_549,sexual_harassment,ami_category_desc_549
o-dang_ami_550,sexual_harassment,ami_category_desc_550
o-dang_ami_551,sexual_harassment,ami_category_desc_551
o-dang_ami_552,sexual_harassment,ami_category_desc_552
o-dang_ami_553,sexual_harassment,ami_category_desc_553
o-dang_ami_554,sexual_harassment,ami_category_desc_554
o-dang_ami_555,sexual_harassment,ami_category_desc_555
o-dang_ami_556,sexual_harassment,ami_category_desc_556
o-dang_ami_557,sexual_harassment,ami_category_desc_557
o-dang_ami_558,sexual_harassment,ami_category_desc_558
o-dang_ami_559,sexual_harassment,ami_category_desc_559
o-dang_ami_560,sexual_harassment,ami_category_desc_560
o-dang_ami_561,sexual_harassment,ami_category_desc_561
o-dang_ami_562,discredit,ami_category_desc_562
o-dang_ami_563,discredit,ami_category_desc_563
o-dang_ami_564,discredit,ami_category_desc_564
o-dang_ami_565,discredit,ami_category_desc_565
o-dang_ami_566,discredit,ami_category_desc_566
o-dang_ami_567,discredit,ami_category_desc_567
o-dang_ami_568,discredit,ami_category_desc_568
o-dang_ami_569,discredit,ami_category_desc_569
o-dang_ami_570,discredit,ami_category_desc_570
o-dang_ami_571,discredit,ami_category_desc_571
o-dang_ami_572,discredit,ami_category_desc_572
o-dang_ami_573,discredit,ami_category_desc_573
o-dang_ami_574,discredit,ami_category_desc_574
o-dang_ami_575,discredit,ami_category_desc_575
o-dang_ami_576,discredit,ami_category_desc_576
o-dang_ami_577,discredit,ami_category_desc_577
o-dang_ami_578,discredit,ami_category_desc_578
o-dang_ami_579,discredit,ami_category_desc_579
o-dang_ami_580,discredit,ami_category_desc_580
o-dang_ami_581,discredit,ami_category_desc_581
o-dang_ami_582,discredit,ami_category_desc_582
o-dang_ami_583,discredit,ami_category_desc_583
o-dang_ami_584,discredit,ami_category_desc_584
o-dang_ami_585,discredit,ami_category_desc_585
o-dang_ami_586,discredit,ami_category_desc_586
o-dang_ami_587,discredit,ami_category_desc_587
o-dang_ami_588,discredit,ami_category_desc_588
o-dang_ami_589,discredit,ami_category_desc_589
o-dang_ami_590,discredit,ami_category_desc_590
o-dang_ami_591,discredit,ami_category_desc_591
o-dang_ami_592,discredit,ami_category_desc_592
o-dang_ami_593,discredit,ami_category_desc_593
o-dang_ami_594,discredit,ami_category_desc_594
o-dang_ami_595,discredit,ami_category_desc_595
o-dang_ami_596,discredit,ami_category_desc_596
o-dang_ami_597,discredit,ami_category_desc_597
o-dang_ami_598,discredit,ami_category_desc_598
o-dang_ami_599,discredit,ami_category_desc_599
o-dang_ami_600,discredit,ami_category_desc_600
o-dang_ami_601,discredit,ami_category_desc_601
o-dang_ami_602,discredit,ami_category_desc_602
o-dang_ami_603,discredit,ami_category_desc_603
o-dang_ami_604,discredit,ami_category_desc_604
o-dang_ami_605,discredit,ami_category_desc_605
o-dang_ami_606,discredit,ami_category_desc_606
o-dang_ami_607,discredit,ami_category_desc_607
o-dang_ami_608,discredit,ami_category_desc_608
o-dang_ami_609,discredit,ami_category_desc_609
o-dang_ami_610,discredit,ami_category_desc_610
o-dang_ami_611,discredit,ami_category_desc_611
o-dang_ami_612,discredit,ami_category_desc_612
o-dang_ami_613,discredit,ami_category_desc_613
o-dang_ami_614,discredit,ami_category_desc_614
o-dang_ami_615,discredit,ami_category_desc_615
o-dang_ami_616,discredit,ami_category_desc_616
o-dang_ami_617,discredit,ami_category_desc_617
o-dang_ami_618,discredit,ami_category_desc_618
o-dang_ami_619,discredit,ami_category_desc_619
o-dang_ami_620,discredit,ami_category_desc_620
o-dang_ami_621,discredit,ami_category_desc_621
o-dang_ami_622,discredit,ami_category_desc_622
o-dang_ami_623,discredit,ami_category_desc_623
o-dang_ami_624,discredit,ami_category_desc_624
o-dang_ami_625,discredit,ami_category_desc_625
o-dang_ami_626,discredit,ami_category_desc_626
o-dang_ami_627,discredit,ami_category_desc_627
o-dang_ami_628,discredit,ami_category_desc_628
o-dang_ami_629,discredit,ami_category_desc_629
o-dang_ami_630,discredit,ami_category_desc_630
o-dang_ami_631,discredit,ami_category_desc_631
o-dang_ami_632,discredit,ami_category_desc_632
o-dang_ami_633,discredit,ami_category_desc_633
o-dang_ami_634,discredit,ami_category_desc_634
o-dang_ami_635,discredit,ami_category_desc_635
o-dang_ami_636,discredit,ami_category_desc_636
o-dang_ami_637,discredit,ami_category_desc_637
o-dang_ami_638,discredit,ami_category_desc_638
o-dang_ami_639,discredit,ami_category_desc_639
o-dang_ami_640,discredit,ami_category_desc_640
o-dang_ami_641,discredit,ami_category_desc_641
o-dang_ami_642,discredit,ami_category_desc_642
o-dang_ami_643,discredit,ami_category_desc_643
o-dang_ami_644,discredit,ami_category_desc_644
o-dang_ami_645,discredit,ami_category_desc_645
o-dang_ami_646,discredit,ami_category_desc_646
o-dang_ami_647,discredit,ami_category_desc_647
o-dang_ami_648,discredit,ami_category_desc_648
o-dang_ami_649,discredit,ami_category_desc_649
o-dang_ami_650,discredit,ami_category_desc_650
o-dang_ami_651,discredit,ami_category_desc_651
o-dang_ami_652,discredit,ami_category_desc_652
o-dang_ami_653,discredit,ami_category_desc_653
o-dang_ami_654,discredit,ami_category_desc_654
o-dang_ami_655,discredit,ami_category_desc_655
o-dang_ami_656,discredit,ami_category_desc_656
o-dang_ami_657,discredit,ami_category_desc_657
o-dang_ami_658,discredit,ami_category_desc_658
o-dang_ami_659,discredit,ami_category_desc_659
o-dang_ami_660,discredit,ami_category_desc_660
o-dang_ami_661,discredit,ami_category_desc_661
o-dang_ami_662,discredit,ami_category_desc_662
o-dang_ami_663,discredit,ami_category_desc_663
o-dang_ami_664,discredit,ami_category_desc_664
o-dang_ami_665,discredit,ami_category_desc_665
o-dang_ami_666,discredit,ami_category_desc_666
o-dang_ami_667,discredit,ami_category_desc_667
o-dang_ami_668,discredit,ami_category_desc_668
o-dang_ami_669,discredit,ami_category_desc_669
o-dang_ami_670,discredit,ami_category_desc_670
o-dang_ami_671,discredit,ami_category_desc_671
o-dang_ami_672,discredit,ami_category_desc_672
o-dang_ami_673,discredit,ami_category_desc_673
o-dang_ami_674,discredit,ami_category_desc_674
o-dang_ami_675,discredit,ami_category_desc_675
o-dang_ami_676,discredit,ami_category_desc_676
o-dang_ami_677,discredit,ami_category_desc_677
o-dang_ami_678,discredit,ami_category_desc_678
o-dang_ami_679,discredit,ami_category_desc_679
o-dang_ami_680,discredit,ami_category_desc_680
o-dang_ami_681,discredit,ami_category_desc_681
o-dang_ami_682,discredit,ami_category_desc_682
o-dang_ami_683,discredit,ami_category_desc_683
o-dang_ami_684,discredit,ami_category_desc_684
o-dang_ami_685,discredit,ami_category_desc_685
o-dang_ami_686,discredit,ami_category_desc_686
o-dang_ami_687,discredit,ami_category_desc_687
o-dang_ami_688,discredit,ami_category_desc_688
o-dang_ami_689,discredit,ami_category_desc_689
o-dang_ami_690,discredit,ami_category_desc_690
o-dang_ami_691,discredit,ami_category_desc_691
o-dang_ami_692,discredit,ami_category_desc_692
o-dang_ami_693,discredit,ami_category_desc_693
o-dang_ami_694,discredit,ami_category_desc_694
o-dang_ami_695,discredit,ami_category_desc_695
o-dang_ami_696,discredit,ami_category_desc_696
o-dang_ami_697,discredit,ami_category_desc_697
o-dang_ami_698,discredit,ami_category_desc_698
o-dang_ami_699,discredit,ami_category_desc_699
o-dang_ami_700,discredit,ami_category_desc_700
o-dang_ami_701,discredit,ami_category_desc_701
o-dang_ami_702,discredit,ami_category_desc_702
o-dang_ami_703,discredit,ami_category_desc_703
o-dang_ami_704,discredit,ami_category_desc_704
o-dang_ami_705,discredit,ami_category_desc_705
o-dang_ami_706,discredit,ami_category_desc_706
o-dang_ami_707,discredit,ami_category_desc_707
o-dang_ami_708,discredit,ami_category_desc_708
o-dang_ami_709,discredit,ami_category_desc_709
o-dang_ami_710,discredit,ami_category_desc_710
o-dang_ami_711,discredit,ami_category_desc_711
o-dang_ami_712,discredit,ami_category_desc_712
o-dang_ami_713,discredit,ami_category_desc_713
o-dang_ami_714,discredit,ami_category_desc_714
o-dang_ami_715,discredit,ami_category_desc_715
o-dang_ami_716,discredit,ami_category_desc_716
o-dang_ami_717,discredit,ami_category_desc_717
o-dang_ami_718,discredit,ami_category_desc_718
o-dang_ami_719,discredit,ami_category_desc_719
o-dang_ami_720,discredit,ami_category_desc_720
o-dang_ami_721,discredit,ami_category_desc_721
o-dang_ami_722,discredit,ami_category_desc_722
o-dang_ami_723,discredit,ami_category_desc_723
o-dang_ami_724,discredit,ami_category_desc_724
o-dang_ami_725,discredit,ami_category_desc_725
o-dang_ami_726,discredit,ami_category_desc_726
o-dang_ami_727,discredit,ami_category_desc_727
o-dang_ami_728,discredit,ami_category_desc_728
o-dang_ami_729,discredit,ami_category_desc_729
o-dang_ami_730,discredit,ami_category_desc_730
o-dang_ami_731,discredit,ami_category_desc_731
o-dang_ami_732,discredit,ami_category_desc_732
o-dang_ami_733,discredit,ami_category_desc_733
o-dang_ami_734,discredit,ami_category_desc_734
o-dang_ami_735,discredit,ami_category_desc_735
o-dang_ami_736,discredit,ami_category_desc_736
o-dang_ami_737,discredit,ami_category_desc_737
o-dang_ami_738,discredit,ami_category_desc_738
o-dang_ami_739,discredit,ami_category_desc_739
o-dang_ami_740,discredit,ami_category_desc_740
o-dang_ami_741,discredit,ami_category_desc_741
o-dang_ami_742,discredit,ami_category_desc_742
o-dang_ami_743,discredit,ami_category_desc_743
o-dang_ami_744,discredit,ami_category_desc_744
o-dang_ami_745,discredit,ami_category_desc_745
o-dang_ami_746,discredit,ami_category_desc_746
o-dang_ami_747,discredit,ami_category_desc_747
o-dang_ami_748,discredit,ami_category_desc_748
o-dang_ami_749,discredit,ami_category_desc_749
o-dang_ami_750,discredit,ami_category_desc_750
o-dang_ami_751,discredit,ami_category_desc_751
o-dang_ami_752,discredit,ami_category_desc_752
o-dang_ami_753,discredit,ami_category_desc_753
o-dang_ami_754,discredit,ami_category_desc_754
o-dang_ami_755,discredit,ami_category_desc_755
o-dang_ami_756,discredit,ami_category_desc_756
o-dang_ami_757,discredit,ami_category_desc_757
o-dang_ami_758,discredit,ami_category_desc_758
o-dang_ami_759,discredit,ami_category_desc_759
o-dang_ami_760,discredit,ami_category_desc_760
o-dang_ami_761,discredit,ami_category_desc_761
o-dang_ami_762,discredit,ami_category_desc_762
o-dang_ami_763,discredit,ami_category_desc_763
o-dang_ami_764,discredit,ami_category_desc_764
o-dang_ami_765,discredit,ami_category_desc_765
o-dang_ami_766,discredit,ami_category_desc_766
o-dang_ami_767,discredit,ami_category_desc_767
o-dang_ami_768,discredit,ami_category_desc_768
o-dang_ami_769,discredit,ami_category_desc_769
o-dang_ami_770,discredit,ami_category_desc_770
o-dang_ami_771,discredit,ami_category_desc_771
o-dang_ami_772,discredit,ami_category_desc_772
o-dang_ami_773,discredit,ami_category_desc_773
o-dang_ami_774,discredit,ami_category_desc_774
o-dang_ami_775,discredit,ami_category_desc_775
o-dang_ami_776,discredit,ami_category_desc_776
o-dang_ami_777,discredit,ami_category_desc_777
o-dang_ami_778,discredit,ami_category_desc_778
o-dang_ami_779,discredit,ami_category_desc_779
o-dang_ami_780,discredit,ami_category_desc_780
o-dang_ami_781,discredit,ami_category_desc_781
o-dang_ami_782,discredit,ami_category_desc_782
o-dang_ami_783,discredit,ami_category_desc_783
o-dang_ami_784,discredit,ami_category_desc_784
o-dang_ami_785,discredit,ami_category_desc_785
o-dang_ami_786,discredit,ami_category_desc_786
o-dang_ami_787,discredit,ami_category_desc_787
o-dang_ami_788,discredit,ami_category_desc_788
o-dang_ami_789,discredit,ami_category_desc_789
o-dang_ami_790,discredit,ami_category_desc_790
o-dang_ami_791,discredit,ami_category_desc_791
o-dang_ami_792,discredit,ami_category_desc_792
o-dang_ami_793,discredit,ami_category_desc_793
o-dang_ami_794,discredit,ami_category_desc_794
o-dang_ami_795,discredit,ami_category_desc_795
o-dang_ami_796,discredit,ami_category_desc_796
o-dang_ami_797,discredit,ami_category_desc_797
o-dang_ami_798,discredit,ami_category_desc_798
o-dang_ami_799,discredit,ami_category_desc_799
o-dang_ami_800,discredit,ami_category_desc_800
o-dang_ami_801,discredit,ami_category_desc_801
o-dang_ami_802,discredit,ami_category_desc_802
o-dang_ami_803,discredit,ami_category_desc_803
o-dang_ami_804,dominance,ami_category_desc_804
o-dang_ami_805,discredit,ami_category_desc_805
o-dang_ami_806,discredit,ami_category_desc_806
o-dang_ami_807,discredit,ami_category_desc_807
o-dang_ami_808,discredit,ami_category_desc_808
o-dang_ami_809,discredit,ami_category_desc_809
o-dang_ami_810,discredit,ami_category_desc_810
o-dang_ami_811,discredit,ami_category_desc_811
o-dang_ami_812,discredit,ami_category_desc_812
o-dang_ami_813,discredit,ami_category_desc_813
o-dang_ami_814,discredit,ami_category_desc_814
o-dang_ami_815,discredit,ami_category_desc_815
o-dang_ami_816,discredit,ami_category_desc_816
o-dang_ami_817,discredit,ami_category_desc_817
o-dang_ami_818,discredit,ami_category_desc_818
o-dang_ami_819,discredit,ami_category_desc_819
o-dang_ami_820,discredit,ami_category_desc_820
o-dang_ami_821,derailing,ami_category_desc_821
o-dang_ami_822,discredit,ami_category_desc_822
o-dang_ami_823,discredit,ami_category_desc_823
o-dang_ami_824,discredit,ami_category_desc_824
o-dang_ami_825,discredit,ami_category_desc_825
o-dang_ami_826,discredit,ami_category_desc_826
o-dang_ami_827,discredit,ami_category_desc_827
o-dang_ami_828,discredit,ami_category_desc_828
o-dang_ami_829,discredit,ami_category_desc_829
o-dang_ami_830,discredit,ami_category_desc_830
o-dang_ami_831,discredit,ami_category_desc_831
o-dang_ami_832,discredit,ami_category_desc_832
o-dang_ami_833,discredit,ami_category_desc_833
o-dang_ami_834,discredit,ami_category_desc_834
o-dang_ami_835,discredit,ami_category_desc_835
o-dang_ami_836,discredit,ami_category_desc_836
o-dang_ami_837,discredit,ami_category_desc_837
o-dang_ami_838,discredit,ami_category_desc_838
o-dang_ami_839,discredit,ami_category_desc_839
o-dang_ami_840,discredit,ami_category_desc_840
o-dang_ami_841,discredit,ami_category_desc_841
o-dang_ami_842,discredit,ami_category_desc_842
o-dang_ami_843,discredit,ami_category_desc_843
o-dang_ami_844,discredit,ami_category_desc_844
o-dang_ami_845,discredit,ami_category_desc_845
o-dang_ami_846,discredit,ami_category_desc_846
o-dang_ami_847,discredit,ami_category_desc_847
o-dang_ami_848,discredit,ami_category_desc_848
o-dang_ami_849,discredit,ami_category_desc_849
o-dang_ami_850,discredit,ami_category_desc_850
o-dang_ami_851,discredit,ami_category_desc_851
o-dang_ami_852,discredit,ami_category_desc_852
o-dang_ami_853,discredit,ami_category_desc_853
o-dang_ami_854,discredit,ami_category_desc_854
o-dang_ami_855,discredit,ami_category_desc_855
o-dang_ami_856,discredit,ami_category_desc_856
o-dang_ami_857,discredit,ami_category_desc_857
o-dang_ami_858,discredit,ami_category_desc_858
o-dang_ami_859,discredit,ami_category_desc_859
o-dang_ami_860,discredit,ami_category_desc_860
o-dang_ami_861,discredit,ami_category_desc_861
o-dang_ami_862,discredit,ami_category_desc_862
o-dang_ami_863,discredit,ami_category_desc_863
o-dang_ami_864,discredit,ami_category_desc_864
o-dang_ami_865,discredit,ami_category_desc_865
o-dang_ami_866,discredit,ami_category_desc_866
o-dang_ami_867,discredit,ami_category_desc_867
o-dang_ami_868,discredit,ami_category_desc_868
o-dang_ami_869,discredit,ami_category_desc_869
o-dang_ami_870,discredit,ami_category_desc_870
o-dang_ami_871,discredit,ami_category_desc_871
o-dang_ami_872,discredit,ami_category_desc_872
o-dang_ami_873,discredit,ami_category_desc_873
o-dang_ami_874,discredit,ami_category_desc_874
o-dang_ami_875,discredit,ami_category_desc_875
o-dang_ami_876,discredit,ami_category_desc_876
o-dang_ami_877,discredit,ami_category_desc_877
o-dang_ami_878,discredit,ami_category_desc_878
o-dang_ami_879,discredit,ami_category_desc_879
o-dang_ami_880,discredit,ami_category_desc_880
o-dang_ami_881,discredit,ami_category_desc_881
o-dang_ami_882,discredit,ami_category_desc_882
o-dang_ami_883,discredit,ami_category_desc_883
o-dang_ami_884,discredit,ami_category_desc_884
o-dang_ami_885,discredit,ami_category_desc_885
o-dang_ami_886,discredit,ami_category_desc_886
o-dang_ami_887,discredit,ami_category_desc_887
o-dang_ami_888,discredit,ami_category_desc_888
o-dang_ami_889,discredit,ami_category_desc_889
o-dang_ami_890,discredit,ami_category_desc_890
o-dang_ami_891,discredit,ami_category_desc_891
o-dang_ami_892,discredit,ami_category_desc_892
o-dang_ami_893,discredit,ami_category_desc_893
o-dang_ami_894,discredit,ami_category_desc_894
o-dang_ami_895,discredit,ami_category_desc_895
o-dang_ami_896,discredit,ami_category_desc_896
o-dang_ami_897,discredit,ami_category_desc_897
o-dang_ami_898,discredit,ami_category_desc_898
o-dang_ami_899,discredit,ami_category_desc_899
o-dang_ami_900,discredit,ami_category_desc_900
o-dang_ami_901,sexual_harassment,ami_category_desc_901
o-dang_ami_902,discredit,ami_category_desc_902
o-dang_ami_903,stereotype,ami_category_desc_903
o-dang_ami_904,discredit,ami_category_desc_904
o-dang_ami_905,discredit,ami_category_desc_905
o-dang_ami_906,stereotype,ami_category_desc_906
o-dang_ami_907,dominance,ami_category_desc_907
o-dang_ami_908,stereotype,ami_category_desc_908
o-dang_ami_909,stereotype,ami_category_desc_909
o-dang_ami_910,stereotype,ami_category_desc_910
o-dang_ami_911,stereotype,ami_category_desc_911
o-dang_ami_912,dominance,ami_category_desc_912
o-dang_ami_913,dominance,ami_category_desc_913
o-dang_ami_914,discredit,ami_category_desc_914
o-dang_ami_915,stereotype,ami_category_desc_915
o-dang_ami_916,stereotype,ami_category_desc_916
o-dang_ami_917,stereotype,ami_category_desc_917
o-dang_ami_918,stereotype,ami_category_desc_918
o-dang_ami_919,stereotype,ami_category_desc_919
o-dang_ami_920,discredit,ami_category_desc_920
o-dang_ami_921,stereotype,ami_category_desc_921
o-dang_ami_922,discredit,ami_category_desc_922
o-dang_ami_923,dominance,ami_category_desc_923
o-dang_ami_924,stereotype,ami_category_desc_924
o-dang_ami_925,stereotype,ami_category_desc_925
o-dang_ami_926,stereotype,ami_category_desc_926
o-dang_ami_927,stereotype,ami_category_desc_927
o-dang_ami_928,stereotype,ami_category_desc_928
o-dang_ami_929,stereotype,ami_category_desc_929
o-dang_ami_930,stereotype,ami_category_desc_930
o-dang_ami_931,stereotype,ami_category_desc_931
o-dang_ami_932,stereotype,ami_category_desc_932
o-dang_ami_933,stereotype,ami_category_desc_933
o-dang_ami_934,stereotype,ami_category_desc_934
o-dang_ami_935,stereotype,ami_category_desc_935
o-dang_ami_936,stereotype,ami_category_desc_936
o-dang_ami_937,sexual_harassment,ami_category_desc_937
o-dang_ami_938,discredit,ami_category_desc_938
o-dang_ami_939,stereotype,ami_category_desc_939
o-dang_ami_940,stereotype,ami_category_desc_940
o-dang_ami_941,discredit,ami_category_desc_941
o-dang_ami_942,dominance,ami_category_desc_942
o-dang_ami_943,dominance,ami_category_desc_943
o-dang_ami_944,derailing,ami_category_desc_944
o-dang_ami_945,dominance,ami_category_desc_945
o-dang_ami_946,dominance,ami_category_desc_946
o-dang_ami_947,dominance,ami_category_desc_947
o-dang_ami_948,discredit,ami_category_desc_948
o-dang_ami_949,dominance,ami_category_desc_949
o-dang_ami_950,dominance,ami_category_desc_950
o-dang_ami_951,dominance,ami_category_desc_951
o-dang_ami_952,derailing,ami_category_desc_952
o-dang_ami_953,stereotype,ami_category_desc_953
o-dang_ami_954,discredit,ami_category_desc_954
o-dang_ami_955,derailing,ami_category_desc_955
o-dang_ami_956,derailing,ami_category_desc_956
o-dang_ami_957,dominance,ami_category_desc_957
o-dang_ami_958,stereotype,ami_category_desc_958
o-dang_ami_959,discredit,ami_category_desc_959
o-dang_ami_960,dominance,ami_category_desc_960
o-dang_ami_961,sexual_harassment,ami_category_desc_961
o-dang_ami_962,dominance,ami_category_desc_962
o-dang_ami_963,stereotype,ami_category_desc_963
o-dang_ami_964,discredit,ami_category_desc_964
o-dang_ami_965,discredit,ami_category_desc_965
o-dang_ami_966,dominance,ami_category_desc_966
o-dang_ami_967,discredit,ami_category_desc_967
o-dang_ami_968,dominance,ami_category_desc_968
o-dang_ami_969,derailing,ami_category_desc_969
o-dang_ami_970,discredit,ami_category_desc_970
o-dang_ami_971,stereotype,ami_category_desc_971
o-dang_ami_972,dominance,ami_category_desc_972
o-dang_ami_973,stereotype,ami_category_desc_973
o-dang_ami_974,discredit,ami_category_desc_974
o-dang_ami_975,dominance,ami_category_desc_975
o-dang_ami_976,discredit,ami_category_desc_976
o-dang_ami_977,derailing,ami_category_desc_977
o-dang_ami_978,discredit,ami_category_desc_978
o-dang_ami_979,derailing,ami_category_desc_979
o-dang_ami_980,derailing,ami_category_desc_980
o-dang_ami_981,dominance,ami_category_desc_981
o-dang_ami_982,stereotype,ami_category_desc_982
o-dang_ami_983,dominance,ami_category_desc_983
o-dang_ami_984,sexual_harassment,ami_category_desc_984
o-dang_ami_985,discredit,ami_category_desc_985
o-dang_ami_986,discredit,ami_category_desc_986
o-dang_ami_987,stereotype,ami_category_desc_987
o-dang_ami_988,derailing,ami_category_desc_988
o-dang_ami_989,derailing,ami_category_desc_989
o-dang_ami_990,derailing,ami_category_desc_990
o-dang_ami_991,stereotype,ami_category_desc_991
o-dang_ami_992,derailing,ami_category_desc_992
o-dang_ami_993,discredit,ami_category_desc_993
o-dang_ami_994,derailing,ami_category_desc_994
o-dang_ami_995,discredit,ami_category_desc_995
o-dang_ami_996,discredit,ami_category_desc_996
o-dang_ami_997,discredit,ami_category_desc_997
o-dang_ami_998,dominance,ami_category_desc_998
o-dang_ami_999,discredit,ami_category_desc_999
o-dang_ami_1000,discredit,ami_category_desc_1000
o-dang_ami_1001,discredit,ami_category_desc_1001
o-dang_ami_1002,discredit,ami_category_desc_1002
o-dang_ami_1003,dominance,ami_category_desc_1003
o-dang_ami_1004,sexual_harassment,ami_category_desc_1004
o-dang_ami_1005,discredit,ami_category_desc_1005
o-dang_ami_1006,stereotype,ami_category_desc_1006
o-dang_ami_1007,discredit,ami_category_desc_1007
o-dang_ami_1008,stereotype,ami_category_desc_1008
o-dang_ami_1009,discredit,ami_category_desc_1009
o-dang_ami_1010,stereotype,ami_category_desc_1010
o-dang_ami_1011,discredit,ami_category_desc_1011
o-dang_ami_1012,discredit,ami_category_desc_1012
o-dang_ami_1013,discredit,ami_category_desc_1013
o-dang_ami_1014,dominance,ami_category_desc_1014
o-dang_ami_1015,dominance,ami_category_desc_1015
o-dang_ami_1016,dominance,ami_category_desc_1016
o-dang_ami_1017,sexual_harassment,ami_category_desc_1017
o-dang_ami_1018,discredit,ami_category_desc_1018
o-dang_ami_1019,sexual_harassment,ami_category_desc_1019
o-dang_ami_1020,dominance,ami_category_desc_1020
o-dang_ami_1021,discredit,ami_category_desc_1021
o-dang_ami_1022,dominance,ami_category_desc_1022
o-dang_ami_1023,discredit,ami_category_desc_1023
o-dang_ami_1024,sexual_harassment,ami_category_desc_1024
o-dang_ami_1025,stereotype,ami_category_desc_1025
o-dang_ami_1026,stereotype,ami_category_desc_1026
o-dang_ami_1027,sexual_harassment,ami_category_desc_1027
o-dang_ami_1028,discredit,ami_category_desc_1028
o-dang_ami_1029,dominance,ami_category_desc_1029
o-dang_ami_1030,stereotype,ami_category_desc_1030
o-dang_ami_1031,discredit,ami_category_desc_1031
o-dang_ami_1032,sexual_harassment,ami_category_desc_1032
o-dang_ami_1033,stereotype,ami_category_desc_1033
o-dang_ami_1034,discredit,ami_category_desc_1034
o-dang_ami_1035,dominance,ami_category_desc_1035
o-dang_ami_1036,discredit,ami_category_desc_1036
o-dang_ami_1037,discredit,ami_category_desc_1037
o-dang_ami_1038,stereotype,ami_category_desc_1038
o-dang_ami_1039,discredit,ami_category_desc_1039
o-dang_ami_1040,discredit,ami_category_desc_1040
o-dang_ami_1041,discredit,ami_category_desc_1041
o-dang_ami_1042,discredit,ami_category_desc_1042
o-dang_ami_1043,discredit,ami_category_desc_1043
o-dang_ami_1044,discredit,ami_category_desc_1044
o-dang_ami_1045,sexual_harassment,ami_category_desc_1045
o-dang_ami_1046,stereotype,ami_category_desc_1046
o-dang_ami_1047,discredit,ami_category_desc_1047
o-dang_ami_1048,discredit,ami_category_desc_1048
o-dang_ami_1049,discredit,ami_category_desc_1049
o-dang_ami_1050,dominance,ami_category_desc_1050
o-dang_ami_1051,dominance,ami_category_desc_1051
o-dang_ami_1052,discredit,ami_category_desc_1052
o-dang_ami_1053,discredit,ami_category_desc_1053
o-dang_ami_1054,discredit,ami_category_desc_1054
o-dang_ami_1055,sexual_harassment,ami_category_desc_1055
o-dang_ami_1056,discredit,ami_category_desc_1056
o-dang_ami_1057,discredit,ami_category_desc_1057
o-dang_ami_1058,stereotype,ami_category_desc_1058
o-dang_ami_1059,dominance,ami_category_desc_1059
o-dang_ami_1060,discredit,ami_category_desc_1060
o-dang_ami_1061,discredit,ami_category_desc_1061
o-dang_ami_1062,dominance,ami_category_desc_1062
o-dang_ami_1063,discredit,ami_category_desc_1063
o-dang_ami_1064,discredit,ami_category_desc_1064
o-dang_ami_1065,discredit,ami_category_desc_1065
o-dang_ami_1066,stereotype,ami_category_desc_1066
o-dang_ami_1067,dominance,ami_category_desc_1067
o-dang_ami_1068,dominance,ami_category_desc_1068
o-dang_ami_1069,discredit,ami_category_desc_1069
o-dang_ami_1070,sexual_harassment,ami_category_desc_1070
o-dang_ami_1071,discredit,ami_category_desc_1071
o-dang_ami_1072,discredit,ami_category_desc_1072
o-dang_ami_1073,discredit,ami_category_desc_1073
o-dang_ami_1074,discredit,ami_category_desc_1074
o-dang_ami_1075,discredit,ami_category_desc_1075
o-dang_ami_1076,discredit,ami_category_desc_1076
o-dang_ami_1077,sexual_harassment,ami_category_desc_1077
o-dang_ami_1078,stereotype,ami_category_desc_1078
o-dang_ami_1079,discredit,ami_category_desc_1079
o-dang_ami_1080,discredit,ami_category_desc_1080
o-dang_ami_1081,stereotype,ami_category_desc_1081
o-dang_ami_1082,discredit,ami_category_desc_1082
o-dang_ami_1083,stereotype,ami_category_desc_1083
o-dang_ami_1084,dominance,ami_category_desc_1084
o-dang_ami_1085,discredit,ami_category_desc_1085
o-dang_ami_1086,discredit,ami_category_desc_1086
o-dang_ami_1087,stereotype,ami_category_desc_1087
o-dang_ami_1088,dominance,ami_category_desc_1088
o-dang_ami_1089,dominance,ami_category_desc_1089
o-dang_ami_1090,stereotype,ami_category_desc_1090
o-dang_ami_1091,dominance,ami_category_desc_1091
o-dang_ami_1092,discredit,ami_category_desc_1092
o-dang_ami_1093,stereotype,ami_category_desc_1093
o-dang_ami_1094,discredit,ami_category_desc_1094
o-dang_ami_1095,stereotype,ami_category_desc_1095
o-dang_ami_1096,stereotype,ami_category_desc_1096
o-dang_ami_1097,sexual_harassment,ami_category_desc_1097
o-dang_ami_1098,discredit,ami_category_desc_1098
o-dang_ami_1099,stereotype,ami_category_desc_1099
o-dang_ami_1100,discredit,ami_category_desc_1100
o-dang_ami_1101,discredit,ami_category_desc_1101
o-dang_ami_1102,stereotype,ami_category_desc_1102
o-dang_ami_1103,stereotype,ami_category_desc_1103
o-dang_ami_1104,dominance,ami_category_desc_1104
o-dang_ami_1105,discredit,ami_category_desc_1105
o-dang_ami_1106,discredit,ami_category_desc_1106
o-dang_ami_1107,stereotype,ami_category_desc_1107
