_id,text,misogyny,ds,description
o-dang_ami_661,<MENTION_1> being a empowering woman type a bitch on IG,1,train,ami_binary_desc_661
o-dang_ami_662,"I honestly despise women who bitch and whine about sexism and equality, yet they're being literally just as bad.",1,train,ami_binary_desc_662
o-dang_ami_663,Lol bitch you a hoe,1,train,ami_binary_desc_663
o-dang_ami_664,<MENTION_1> He can choke and so does his bitch hoe,1,train,ami_binary_desc_664
o-dang_ami_665,Good bitch I’m glad u got dumped he is never coming back to your life dumb bitch you a hoe,1,train,ami_binary_desc_665
o-dang_ami_666,<MENTION_1> Good bitch I’m happy u got dumped u a hoe stupid bitch u ugly u gonna b alone forever stupid hoe,1,train,ami_binary_desc_666
o-dang_ami_667,You can't be a HOE &; try to come back to someone. Bitch it don't work like that👌🏽👐🏽,1,train,ami_binary_desc_667
o-dang_ami_668,WHO'S THE WHORE NOW YOU PIECE OF SHIT,1,train,ami_binary_desc_668
o-dang_ami_669,<MENTION_1> lol plot twist ..what if your girl is secretly a hoe 🤷🏽‍♂🤷🏽‍♂,1,train,ami_binary_desc_669
o-dang_ami_670,"Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?😂😂😂",1,train,ami_binary_desc_670
o-dang_ami_671,"<MENTION_1> It's alright Julia, we already know how vile you are, no need to ram the point home",1,train,ami_binary_desc_671
o-dang_ami_672,If that bitch goin let her keep goin goin till dat hoe gone like home run,1,train,ami_binary_desc_672
o-dang_ami_673,I never trapped around no bitch except Te cuz hoes be showin da next nigga ya plays💯💯💯,1,train,ami_binary_desc_673
o-dang_ami_674,<MENTION_1> First of all I’m not transgender but what if I was? Stupid petty ass bitch 👏🏼☠️,1,train,ami_binary_desc_674
o-dang_ami_675,<MENTION_1> hi Best l see someone fucking girl comment bad in your pic.why you not block the bitch girl name kayleigh corbett,1,train,ami_binary_desc_675
o-dang_ami_676,This cunt likes every single post on that bitch's account and she doesn't even follow him,1,train,ami_binary_desc_676
o-dang_ami_677,You rawin that hoe & that pussy dirty,1,train,ami_binary_desc_677
o-dang_ami_678,<MENTION_1> Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍,1,train,ami_binary_desc_678
o-dang_ami_679,I hate when bitches be actin selfish with the pussy know damn well they out here fuckin the whole city bitch probably burnin smh the nerve,1,train,ami_binary_desc_679
o-dang_ami_680,my dad just drove past the chicago theater. long time no see you dirty slut,1,train,ami_binary_desc_680
o-dang_ami_681,Ion take hoe shit from nan bitch but that’s the difference between a little girl and a grown ass woman they don’t know when to SHUT UP,1,train,ami_binary_desc_681
o-dang_ami_682,"<MENTION_1> <MENTION_2> I've met a few women who are complete Dicks , being a dick isn't the preserve of males",1,train,ami_binary_desc_682
o-dang_ami_683,<MENTION_1> So uhh what if you call a sweedish woman a 'slut',1,train,ami_binary_desc_683
o-dang_ami_684,<MENTION_1> <MENTION_2> :') this whore is damn sexy <MENTION_3> tbh this girl knew how to name her acc :'),1,train,ami_binary_desc_684
o-dang_ami_685,He was being nice and cool. You were Being an attention whore. Next time explicitly say you’re not interested instead of flexing for Twitter <URL>,1,train,ami_binary_desc_685
o-dang_ami_686,"you will never catch me out here sharing a nigga , bitch you can have that nigga 🤗💯 i ain’t sharing no dick if I had a nigga bob 💪🏾",1,train,ami_binary_desc_686
o-dang_ami_687,why whore when you could cookie?,1,train,ami_binary_desc_687
o-dang_ami_688,Wanna be like u could be fucking working for him some day you fucking little slut,1,train,ami_binary_desc_688
o-dang_ami_689,<MENTION_1> <MENTION_2> BITCH I AIN'T NO HOE,1,train,ami_binary_desc_689
o-dang_ami_690,<MENTION_1> Why is this stupid bitch still relevant?,1,train,ami_binary_desc_690
o-dang_ami_691,Tell us how big a #Slut you are and we tell the world! <URL>,1,train,ami_binary_desc_691
o-dang_ami_692,"<MENTION_1> you drunken slut, come play overwatch",1,train,ami_binary_desc_692
o-dang_ami_693,HOLLERINGGGGGGG. stupid baby bitch. <URL>,1,train,ami_binary_desc_693
o-dang_ami_694,i skipped english a few days ago so i didn’t know about an assignment and this stupid bitch is making fun of me subtlety,1,train,ami_binary_desc_694
o-dang_ami_695,That bitch is a Grade A whore! <URL>,1,train,ami_binary_desc_695
o-dang_ami_696,"<MENTION_1> 'a cold, conniving bitch' and a lesbian... sorta explains why married women voted AGAINST YOU... SCHADENFREUDE reigns <URL>",1,train,ami_binary_desc_696
o-dang_ami_697,<MENTION_1> You ungrateful whore. . . I'd have bought it n everything 😂,1,train,ami_binary_desc_697
o-dang_ami_698,"<MENTION_1> <MENTION_2> <MENTION_3> Shut the fuck up, you stupid ass bitch",1,train,ami_binary_desc_698
o-dang_ami_699,Hoes ain't shit I'll die happy lonely..... Kuz I'll be damn if I trust another bitch who don't make her own money.......,1,train,ami_binary_desc_699
o-dang_ami_700,<MENTION_1> You love and support this slut tho,1,train,ami_binary_desc_700
o-dang_ami_701,<MENTION_1> Are you calling me a Twitter Whore? Kiss indeed..,1,train,ami_binary_desc_701
o-dang_ami_702,Be careful what you do to a good woman because you will have to deal with the bitch you created 😏,1,train,ami_binary_desc_702
o-dang_ami_703,No one cares about you agta don't be so stupid bitch,1,train,ami_binary_desc_703
o-dang_ami_704,i bet everyone is like damn this bitch stupid she was proposed to and she keeps calling nicky her gf not her fiance,1,train,ami_binary_desc_704
o-dang_ami_705,watching “teeth” this bitch pussc biting everybody dick off😳,1,train,ami_binary_desc_705
o-dang_ami_706,I pampered the bitch and she went and abandoned the kid for some amateur dick 🤦🏽‍♂️,1,train,ami_binary_desc_706
o-dang_ami_707,"<MENTION_1> <MENTION_2> No room for anyone illegal. Color or wealth is not the criteria, you stupid bitch.",1,train,ami_binary_desc_707
o-dang_ami_708,Only a goofy bitch calls to tell you some violent ass shit a child wants to do with you cause of something their toxic ass said. Dumb hoe,1,train,ami_binary_desc_708
o-dang_ami_709,"'I know. And pregnant women can be a real bitch. Sadly, I know from experience. Ah well. Lifes no longer like that.' <URL>",1,train,ami_binary_desc_709
o-dang_ami_710,I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢,1,train,ami_binary_desc_710
o-dang_ami_711,“She a hoe” “She ugly” “She fat” “Her head trash” “Her pussy dry” “Her pussy stank” <URL>,1,train,ami_binary_desc_711
o-dang_ami_712,how the hell that bitch know him? hmmm she just proved to me that she's really a whore,1,train,ami_binary_desc_712
o-dang_ami_713,<MENTION_1> You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.,1,train,ami_binary_desc_713
o-dang_ami_714,"<MENTION_1> “Big slut” is the new “Hottie McHotterson”. It’s a compliment. I’ve always thought you looked like a big slut, boo! 😘",1,train,ami_binary_desc_714
o-dang_ami_715,My bitch so bad that I don’t even go to sleep!! Pussy so good it make you wanna buy a ring #Guwop,1,train,ami_binary_desc_715
o-dang_ami_716,a girl KNOS wen a bitch likes her mans 🤣🤣😁,1,train,ami_binary_desc_716
o-dang_ami_717,Glad I already seen this hoe😂 that bitch was wylin though <URL>,1,train,ami_binary_desc_717
o-dang_ami_718,<MENTION_1> Love you😘 be nice if I could retweet ya but youre a pussy bitch on private😂,1,train,ami_binary_desc_718
o-dang_ami_719,Dirty dick ass nigga .. I hope that bitch catch sum,1,train,ami_binary_desc_719
o-dang_ami_720,I found out something about this chick that was hiding something from me lmao bitch can't hide anything from me fake ass lying hoe,1,train,ami_binary_desc_720
o-dang_ami_721,These hoes do to much and these niggas bitch made LF,1,train,ami_binary_desc_721
o-dang_ami_722,<MENTION_1> Leave my ship alone you whore <URL>,1,train,ami_binary_desc_722
o-dang_ami_723,"There is a big reason you are lonely and it’s because you are such a fricken whore that no man can trust or respect you, so stop bitchin’",1,train,ami_binary_desc_723
o-dang_ami_724,Ik that bitch was a hoe jus tried to change her but these hoes wana be hoes,1,train,ami_binary_desc_724
o-dang_ami_725,A fvcking bitch who is a hoe to everyone <URL>,1,train,ami_binary_desc_725
o-dang_ami_726,<MENTION_1> You have proper right for being anal whore!,1,train,ami_binary_desc_726
o-dang_ami_727,"Some women are mad arrogant, man. How much of a douche would I sound like if I went around saying “You just talked yourself out some dick”",1,train,ami_binary_desc_727
o-dang_ami_728,<MENTION_1> You tried to spazz out on me too whore for waking your narcoleptic ass up 🤔,1,train,ami_binary_desc_728
o-dang_ami_729,<MENTION_1> 'Getting lit off trays of fucking Molly you mermaid loving slag' - the only true response to give her,1,train,ami_binary_desc_729
o-dang_ami_730,Hoe just called me a Chauffeur bitch I'm a shuttle driver,1,train,ami_binary_desc_730
o-dang_ami_731,Told the bitch I like her & her girlfriend 😈,1,train,ami_binary_desc_731
o-dang_ami_732,"<MENTION_1> June, sweetie, might I suggest that you tell this condescending bitch to shut her trap hole?",1,train,ami_binary_desc_732
o-dang_ami_733,bitch you're a grown ass women <URL>,1,train,ami_binary_desc_733
o-dang_ami_734,"Because no one likes being a stupid bitch, alone..... <URL>",1,train,ami_binary_desc_734
o-dang_ami_735,Let me tell yall sum...yall barbz who fucking wit my sis <MENTION_1> Come talk to me bitch cause i will pull up on a hoe...,1,train,ami_binary_desc_735
o-dang_ami_736,<MENTION_1> fucking hoe ass fucking cunt shut ur fucking dirty ass mouth you fucking bitch im gonna fucking block you,1,train,ami_binary_desc_736
o-dang_ami_737,Like for one bitch you ain’t never let me not any nigga I know fuck u been a paid hoe and you didn’t get the $200 in Miami butch drown,1,train,ami_binary_desc_737
o-dang_ami_738,My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮 <URL>,1,train,ami_binary_desc_738
o-dang_ami_739,hoes really b geeked talkin bout 'what frontal' BITCH THAT ONE😂 your stylist is shitty. try again next time.,1,train,ami_binary_desc_739
o-dang_ami_740,This girl really think I’m dumb 😂 bitch I know you scam stop DM me about that shit,1,train,ami_binary_desc_740
o-dang_ami_741,"Whoever made these, ya moms a mf hoe bitch -.- <URL>",1,train,ami_binary_desc_741
o-dang_ami_742,<MENTION_1> You're a vapid whore &; one day you'll be ugly and begging for dick scraps,1,train,ami_binary_desc_742
o-dang_ami_743,Like the hoe went to Miami’s to be a hoe got sunt didnt get the money and wanted me to pay for her way back ?????? Bitch please,1,train,ami_binary_desc_743
o-dang_ami_744,"<MENTION_1> I care , fuck that stupid bitch who quoted this saying nobody cares",1,train,ami_binary_desc_744
o-dang_ami_745,"Trustttttt me! 😂😂😂 The girl ting works for him, “just stay in your lane, bitch.” <URL>",1,train,ami_binary_desc_745
o-dang_ami_746,"Anyone would think that Julie Hartley-Brewer is jealous of rape victims, the way the vacuous, malicious cunt is going on about it.",1,train,ami_binary_desc_746
o-dang_ami_747,<MENTION_1> youre just a shameless stupid cunt .get a life !!,1,train,ami_binary_desc_747
o-dang_ami_748,<MENTION_1> I have watched you talk out of both sides of your mouth for months now. We see you. Nothing but a greedy fame whore.,1,train,ami_binary_desc_748
o-dang_ami_749,some girl really tryna pick a fight bc I was 'standoffish' at a conference. bitch I'm workin,1,train,ami_binary_desc_749
o-dang_ami_750,<MENTION_1> Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .,1,train,ami_binary_desc_750
o-dang_ami_751,"<MENTION_1> Oh, so we're talking about you. My dad would always say a bitch is a woman that won't sleep with you ... Classy guy huh?",1,train,ami_binary_desc_751
o-dang_ami_752,I don't have to tell my homies not to take women cus they don't want us we just move on to the next bitch 💯,1,train,ami_binary_desc_752
o-dang_ami_753,"People talk down on women who don't want broke niggas for no reason, I wouldn't want a broke bitch",1,train,ami_binary_desc_753
o-dang_ami_754,had to block all my rl friend bc of that stupid hoe <MENTION_1>,1,train,ami_binary_desc_754
o-dang_ami_755,"bitch bitch dont be mad, you better be glad kus this the best piece of pussy that ya man ever had 🤸🏽‍♂️ <URL>",1,train,ami_binary_desc_755
o-dang_ami_756,<MENTION_1> Stupid bitch. Only speaks up when it fits her narrative. Yet she supported Harvey and the serial rapist bill Clinton,1,train,ami_binary_desc_756
o-dang_ami_757,U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂 <URL>,1,train,ami_binary_desc_757
o-dang_ami_758,Fuck off you stupid fucking CUNT OH MY GODDDDDDDD,1,train,ami_binary_desc_758
o-dang_ami_759,"<MENTION_1> <MENTION_2> what a bitch u are. why call her a beast? I get u support trumps pussy grabbing, teen pageant ogling, serial marrying, but why r u a bitch",1,train,ami_binary_desc_759
o-dang_ami_760,The pretty hoe really got that mexican girl hoein for her lmaaaooooo,1,train,ami_binary_desc_760
o-dang_ami_761,"Bitch your a fucking idiot, I don't even need a counter argument. More like you can't take your head out your ass s… <URL>",1,train,ami_binary_desc_761
o-dang_ami_762,Bitch don’t come to me as a woman .... Cuz yo nigga came at me single 🤷🏽‍♀️😒😂,1,train,ami_binary_desc_762
o-dang_ami_763,This is when a guy says something like “I don’t want to date a hoe” n a woman responds with “But you n your sister got different daddies” bitch so...still not dating a hoe lol <URL>,1,train,ami_binary_desc_763
o-dang_ami_764,Good pussy never comes from a bad bitch... 😒 <URL>,1,train,ami_binary_desc_764
o-dang_ami_765,"i'd get on yo ass just like some britches, my girl ah woop yo ho she throw dem bitches 🕺🏾🕺🏾",1,train,ami_binary_desc_765
o-dang_ami_766,<MENTION_1> in this full length fur coat calling this girl a whore 😂😂😂😂 bad bitch,1,train,ami_binary_desc_766
o-dang_ami_767,Ancient women of Greece would withhold sexual pleasure from men to end wars 2017: Modern women make mixtapes for what they do for the dick,1,train,ami_binary_desc_767
o-dang_ami_768,You a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy 💯🤣 Idc let's argue,1,train,ami_binary_desc_768
o-dang_ami_769,"Asked this bitch where she wanna eat, she said 'Porkys' and I'm done with white women man I don't care how fire the box is",1,train,ami_binary_desc_769
o-dang_ami_770,your girlfriend lookin at me like a groupie in this bitch!,1,train,ami_binary_desc_770
o-dang_ami_771,<MENTION_1> if I get one more email from your ass ima blow that bitch up,1,train,ami_binary_desc_771
o-dang_ami_772,'Your dick too small' Bitch first of all your pussy too deep <URL>,1,train,ami_binary_desc_772
o-dang_ami_773,"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch",1,train,ami_binary_desc_773
o-dang_ami_774,"<MENTION_1> You're not a woman for posting that, you're just a big ole bitch",1,train,ami_binary_desc_774
o-dang_ami_775,Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy,1,train,ami_binary_desc_775
o-dang_ami_776,Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch,1,train,ami_binary_desc_776
o-dang_ami_777,God that old lady was a cunt. People are so fucking stupid when it comes to being handed money,1,train,ami_binary_desc_777
o-dang_ami_778,<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Chill your beans you crazy bitch just because you have a cunt doesn’t mean you resort straight to using it,1,train,ami_binary_desc_778
o-dang_ami_779,<MENTION_1> <MENTION_2> <MENTION_3> Weird bummy ass bitch block me back whore 😂😂,1,train,ami_binary_desc_779
o-dang_ami_780,"Treacherous traitorous bitch. Sold out her country, and women for money and fame. <URL>",1,train,ami_binary_desc_780
o-dang_ami_781,"<MENTION_1> <MENTION_2> Ask your mom, you son of filthhyy pimp. BTW how's your mom surviving in her Red Light District Area quarters",1,train,ami_binary_desc_781
o-dang_ami_782,<MENTION_1> Lets fuck whore stepmom bitch style <URL>,1,train,ami_binary_desc_782
o-dang_ami_783,i miss this bitch ass whore,1,train,ami_binary_desc_783
o-dang_ami_784,Now his slag mother has been blown up hopefully that lil cunt gets it nxt as well <URL>,1,train,ami_binary_desc_784
o-dang_ami_785,Fuck off Holly you slag #thismorning,1,train,ami_binary_desc_785
o-dang_ami_786,<MENTION_1> 1 in 3 women hahahahahahaha will you ever fuck off!!!!!! Stupid cunt,1,train,ami_binary_desc_786
o-dang_ami_787,Wtf you're a skank bitch <URL>,1,train,ami_binary_desc_787
o-dang_ami_788,"Fellas, if you have a good girl in your life cherish her and love her, because most of these girls/women rather play the Hoe💯",1,train,ami_binary_desc_788
o-dang_ami_789,Gonna be the sexiest Bat Woman in that bitch😈😈😈,1,train,ami_binary_desc_789
o-dang_ami_790,"Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me .",1,train,ami_binary_desc_790
o-dang_ami_791,"' I'm a classy bitch. ' First of all, you are a tranny street whore who jerks off 19 y/o s off for money in Krishna Nagar during nights.",1,train,ami_binary_desc_791
o-dang_ami_792,<MENTION_1> <MENTION_2> <MENTION_3> domthis would/should be goal of the season already stupid cunt refs,1,train,ami_binary_desc_792
o-dang_ami_793,Jervea ass bout to really come up missing stupid hoe got me sick 🤦🏾‍♂️,1,train,ami_binary_desc_793
o-dang_ami_794,<MENTION_1> Wife mom CROOK THIEF. Murderer Woman abuser .Weinstein supporter.Cunt,1,train,ami_binary_desc_794
o-dang_ami_795,great my lymph node is swollen again. shows how stressed i am cos of some fucking whore &; her spreadshit &; stupid frens who believe her.,1,train,ami_binary_desc_795
o-dang_ami_796,"If your girlfriend doesn't like that bitch, you don't talk to that bitch.",1,train,ami_binary_desc_796
o-dang_ami_797,you stupid fucking whore mom,1,train,ami_binary_desc_797
o-dang_ami_798,why is this women walking outside yelling like bitch we in a white neighborhood chill out 😕,1,train,ami_binary_desc_798
o-dang_ami_799,<MENTION_1> going to bring your Slut whore ass to the states,1,train,ami_binary_desc_799
o-dang_ami_800,<MENTION_1> Do I have to fight another bitch ass looking cunt today?,1,train,ami_binary_desc_800
o-dang_ami_801,"A big sour whore bag, should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact",1,train,ami_binary_desc_801
o-dang_ami_802,<MENTION_1> Girl the hoe is dumb.,1,train,ami_binary_desc_802
o-dang_ami_803,Da best piece of pussy I got was from a bitch at waffle house that hoe was from Mississippi.. Pussy was tight and slippery,1,train,ami_binary_desc_803
o-dang_ami_804,<MENTION_1> shut up bitch no one fucking likes you! Suck start a shotgun worthless cunt,1,train,ami_binary_desc_804
o-dang_ami_805,<MENTION_1> Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,1,train,ami_binary_desc_805
o-dang_ami_806,sometimes your girlfriend gets kidnapped by a bird and her bitch,1,train,ami_binary_desc_806
o-dang_ami_807,<MENTION_1> Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx,1,train,ami_binary_desc_807
o-dang_ami_808,<MENTION_1> True slow your role bitch n get your ass outta here 😉🐼xx,1,train,ami_binary_desc_808
o-dang_ami_809,Your girlfriend is a coke whore,1,train,ami_binary_desc_809
o-dang_ami_810,Also. Some of you Latina women and your white people racism can also eat a giant dick. Cuz they don't like your ass either. 👏🏾,1,train,ami_binary_desc_810
o-dang_ami_811,'I don't want to be like the jealous girlfriend who won't let you have friends' bitch you have to be my girlfriend first,1,train,ami_binary_desc_811
o-dang_ami_812,Tonight is the Victoria's Secret fashion show.. Let the female tweets begin about how they wish their bodies were as good! #WomenSuck,1,train,ami_binary_desc_812
o-dang_ami_813,<MENTION_1> why? So you can look like a trashy mess? #WomenSuck,1,train,ami_binary_desc_813
o-dang_ami_814,"I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.",1,train,ami_binary_desc_814
o-dang_ami_815,"RT <MENTION_1> Sometimes I want a girlfriend, but then I quickly remember how i hate women",1,train,ami_binary_desc_815
o-dang_ami_816,What is the difference between a woman and a catfish? One is a bottom feeding scum sucker and one is a fish,1,train,ami_binary_desc_816
o-dang_ami_817,What does a woman and a tampon have in common? They're both stuck up bitches,1,train,ami_binary_desc_817
o-dang_ami_818,RT <MENTION_1> Everyone needs to follow <MENTION_2> because they're hilarious and feminists are gross 😂,1,train,ami_binary_desc_818
o-dang_ami_819,<MENTION_1> feminists are many more things than just gross,1,train,ami_binary_desc_819
o-dang_ami_820,"What's the difference between your wife and your job? After 5 years, your job still sucks",1,train,ami_binary_desc_820
o-dang_ami_821,Women who strive to be 'equal' to men lack ambition #YesAllMen,1,train,ami_binary_desc_821
o-dang_ami_822,Why do people make snowmen instead of snowwomen? It's too hard to hollow out the head,1,train,ami_binary_desc_822
o-dang_ami_823,#LateNightThoughts how many Congressman dicks did women suck to finally gain voting rights,1,train,ami_binary_desc_823
o-dang_ami_824,<MENTION_1> The lack of women in these pictures >>>> just like it should be #YesAllMen,1,train,ami_binary_desc_824
o-dang_ami_825,#PrayForPaulGeorge #UK #UKIP #PoliticsMatters All #women with a degree in 'Women's Studies' should go to prison. <URL>,1,train,ami_binary_desc_825
o-dang_ami_826,#sexworkersagainstfeminism are invited to join the #blog . End #feminism today! <URL>,1,train,ami_binary_desc_826
o-dang_ami_827,#Women are naturally lazy. This is why #feminism is popular as they want privilege without responsibility. <URL> laxy,1,train,ami_binary_desc_827
o-dang_ami_828,"They've made it almost impossible for Men to be dominant, in the matriarchal western society. fuckfeminism",1,train,ami_binary_desc_828
o-dang_ami_829,Pro Tip- There's nothing but sad lonely bitches at the bar drinking away their 'I'm a lonely loser' feels today,1,train,ami_binary_desc_829
o-dang_ami_830,"Pro Tip- Always call skinny girls fat, they live that shit 🌚",1,train,ami_binary_desc_830
o-dang_ami_831,"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch' <URL>",1,train,ami_binary_desc_831
o-dang_ami_832,When you decide to trade your testicles in for a psychotic bitch <URL>,1,train,ami_binary_desc_832
o-dang_ami_833,How you bitches look with your snapchat filters <URL>,1,train,ami_binary_desc_833
o-dang_ami_834,I have condoms everywhere so bitches think I'm responsible. Lol I'm not. Fuck condoms.,1,train,ami_binary_desc_834
o-dang_ami_835,When you're sexting a bitch and you think you dropped the fire but she blocks you and you never hear from her again <URL>,1,train,ami_binary_desc_835
o-dang_ami_836,"Her- I thought I told you.... Me- yo you better chill on that attitude, bitch <URL>",1,train,ami_binary_desc_836
o-dang_ami_837,I'm only fuckin doctors and lawyers from now on. At least if they go nuts I know they have somethin to lose unlike these sluts workin retail,1,train,ami_binary_desc_837
o-dang_ami_838,I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms,1,train,ami_binary_desc_838
o-dang_ami_839,When you ride past that bitch that don't like you <URL>,1,train,ami_binary_desc_839
o-dang_ami_840,When you're a childish bitch <URL>,1,train,ami_binary_desc_840
o-dang_ami_841,"Can you bitches stop pulling ya pants up above your belly button, you look like my fuckin grandfather",1,train,ami_binary_desc_841
o-dang_ami_842,When you finally get the bitch to leave <URL>,1,train,ami_binary_desc_842
o-dang_ami_843,"If she's doin this, she's about to suck the souls of 10 dead men out your dick <URL>",1,train,ami_binary_desc_843
o-dang_ami_844,"Dear Facebook, Jus coz I have these whores numbers in my phone doesn't mean I want them seeing my personal life, please stop suggesting them",1,train,ami_binary_desc_844
o-dang_ami_845,I wonder if she comes with fuckboy Ken that makes her squirt... <URL>,1,train,ami_binary_desc_845
o-dang_ami_846,How bitches gonna act at my funeral <URL>,1,train,ami_binary_desc_846
o-dang_ami_847,Ok but <MENTION_1> makes me add her to all DMs just FYI <URL>,1,train,ami_binary_desc_847
o-dang_ami_848,When you eat the wrong bitches ass <URL>,1,train,ami_binary_desc_848
o-dang_ami_849,Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat,1,train,ami_binary_desc_849
o-dang_ami_850,That one cock blockin ass bitch you can never get past <URL>,1,train,ami_binary_desc_850
o-dang_ami_851,When your side bitch tells you she's pregnant and keeping it <URL>,1,train,ami_binary_desc_851
o-dang_ami_852,I gotta stop opening DMs when I'm drunk... I wake up like who TF is this bitch and why did I send her a dick pic,1,train,ami_binary_desc_852
o-dang_ami_853,"I get curved all the time IDGAF, there's too much pussy out here to trip off any bitch",1,train,ami_binary_desc_853
o-dang_ami_854,"If I ask you how many men you slept with and you actually know, you're not the girl for me",1,train,ami_binary_desc_854
o-dang_ami_855,I might be old but at least I came up in a time when hip hop was in its prime and people didn't have bitch ass feelings,1,train,ami_binary_desc_855
o-dang_ami_856,Snapchat finally has an accurate filter for these bitches.... The goddamn devil,1,train,ami_binary_desc_856
o-dang_ami_857,When she's being a huge cunt <URL>,1,train,ami_binary_desc_857
o-dang_ami_858,When you're breaking up with a bitch but you're a savage with a great sense of humor <URL>,1,train,ami_binary_desc_858
o-dang_ami_859,When you're both a couple of filthy whores <URL>,1,train,ami_binary_desc_859
o-dang_ami_860,"Mom- Katie why would you send this kind of picture to daddy Katie- that's not dad, mom Mom- you dirty little whore <URL>",1,train,ami_binary_desc_860
o-dang_ami_861,Bitches that wear chokers that aren't complete whores is why I hate you bitches,1,train,ami_binary_desc_861
o-dang_ami_862,Pro Tip- Fuck bitches in their 30's... No one wants them so they're easy and they're also experienced,1,train,ami_binary_desc_862
o-dang_ami_863,<MENTION_1> bitches love electric toothbrushes in their twats...,1,train,ami_binary_desc_863
o-dang_ami_864,Y'all say 'slut' and 'whore' like its a bad word... I say that shit cause I'm attracted to a bitch,1,train,ami_binary_desc_864
o-dang_ami_865,When you know you've found the perfect slut for you ❤️🍕🍕 <URL>,1,train,ami_binary_desc_865
o-dang_ami_866,"If she's over 18 and owns anything Hello Kitty.... Get that bitch in bed, she knows things that you didn't even know existed",1,train,ami_binary_desc_866
o-dang_ami_867,<MENTION_1> and we're smarter than that bitch,1,train,ami_binary_desc_867
o-dang_ami_868,Shoutout to all the girls that can't go swimming this summer cause their body will wash off...,1,train,ami_binary_desc_868
o-dang_ami_869,<MENTION_1> I run from those bitches,1,train,ami_binary_desc_869
o-dang_ami_870,You mean before she sucked dick for fame? <URL>,1,train,ami_binary_desc_870
o-dang_ami_871,"If I wear a condom with you, just know that's me being blatantly disrespectful to you and your putrid vagina",1,train,ami_binary_desc_871
o-dang_ami_872,If you idiots would stop tryin to save these hoes you'd probably get a lot more pussy,1,train,ami_binary_desc_872
o-dang_ami_873,You sick bitch <URL>,1,train,ami_binary_desc_873
o-dang_ami_874,When you wait to have sex till you're married and you realize the pussy is garbage <URL>,1,train,ami_binary_desc_874
o-dang_ami_875,"I can always tell a bitches age by her tattoos... Sleeve, she's younger than me, tramp stamp, she's my age...",1,train,ami_binary_desc_875
o-dang_ami_876,"Too bad some of you bitches can't draw on a better personality, the way you draw on your fuckin eyebrows",1,train,ami_binary_desc_876
o-dang_ami_877,I can't imagine growing up with one of these twenty-somethin thot ass bitches as my mom. #blessed,1,train,ami_binary_desc_877
o-dang_ami_878,I love it when married bitches start posting inspirational memes about having a strong relationship... Single in 3-2-1...,1,train,ami_binary_desc_878
o-dang_ami_879,"Bitches be like 'my man has never cheated on me' lol nah bitch, you're just too stupid to catch him",1,train,ami_binary_desc_879
o-dang_ami_880,I'm picky AF when it comes to girls... Until a girl wants to bring her not so cute friend over for a threesome,1,train,ami_binary_desc_880
o-dang_ami_881,"When y'all see that bitch that's been talkin shit, but you refrain cause you've been tryin to grow as a person <URL>",1,train,ami_binary_desc_881
o-dang_ami_882,Never trust a girl with 'makeup artist' in her bio... They're professional liars... They can even make your own eyes lie to you,1,train,ami_binary_desc_882
o-dang_ami_883,"All bitches do is lie, talk shit and fuck up their eyebrows",1,train,ami_binary_desc_883
o-dang_ami_884,Bitches can't keep a man for shit but got a steady ass work husband at all times,1,train,ami_binary_desc_884
o-dang_ami_885,How basic bitches wash away their weekend sins and mistakes <URL>,1,train,ami_binary_desc_885
o-dang_ami_886,Stop sayin you have resting bitch face... Bitch you just ugly AF,1,train,ami_binary_desc_886
o-dang_ami_887,Women bleed so much because God realized he made a mistake and is trying to kill them. Right|,1,train,ami_binary_desc_887
o-dang_ami_888,<MENTION_1> How many woman do you think willingly sucked the cock of a Hollywood producer to further their career?,1,train,ami_binary_desc_888
o-dang_ami_889,boo you whore,1,train,ami_binary_desc_889
