id,corpus,valence,dominance,arousal
175187,emobank,2.8,3.1,3.1
175188,emobank,2.75,3.12,2.75
175189,emobank,2.9,3.1,3.0
175190,emobank,3.0,2.78,2.78
175191,emobank,2.9,3.1,2.8
175192,emobank,2.6,2.9,3.1
175193,emobank,3.0,3.0,2.8
175194,emobank,2.5,3.1,3.1
175195,emobank,2.86,3.14,3.0
175196,emobank,3.12,3.0,3.25
175197,emobank,3.2,3.5,2.9
175198,emobank,3.1,3.0,2.9
175199,emobank,3.3,3.1,3.0
175200,emobank,3.2,2.8,2.6
175201,emobank,3.0,3.57,3.29
175202,emobank,3.2,3.4,3.1
175203,emobank,3.5,2.9,3.0
175204,emobank,4.11,3.11,4.0
175205,emobank,2.8,3.2,3.2
175206,emobank,2.9,3.3,3.4
175207,emobank,3.0,3.14,2.86
175208,emobank,3.22,3.22,3.22
175209,emobank,3.27,3.0,2.82
175210,emobank,3.6,3.1,3.2
175211,emobank,2.44,3.22,2.89
175212,emobank,3.3,2.7,2.5
175213,emobank,2.8,3.0,2.6
175214,emobank,3.0,3.1,2.7
175215,emobank,3.3,3.0,3.5
175216,emobank,2.6,2.8,3.1
175217,emobank,2.18,2.63,3.27
175218,emobank,2.5,2.9,3.3
175219,emobank,2.4,3.2,3.2
175220,emobank,3.5,3.3,3.6
175221,emobank,2.8,2.8,3.4
175222,emobank,2.38,3.62,3.38
175223,emobank,2.8,2.8,3.3
175224,emobank,2.8,3.0,3.2
175225,emobank,2.9,2.7,2.6
175226,emobank,3.0,2.9,2.9
175227,emobank,2.67,3.22,2.89
175228,emobank,2.8,3.0,3.0
175229,emobank,3.0,3.1,2.9
175230,emobank,2.8,3.1,2.6
175231,emobank,3.0,3.0,2.8
175232,emobank,3.0,3.25,2.88
175233,emobank,3.0,3.1,2.9
175234,emobank,3.0,3.25,3.0
175235,emobank,3.2,3.2,2.9
175236,emobank,3.0,3.0,2.86
175237,emobank,2.88,3.0,1.87
175238,emobank,3.2,2.9,2.9
175239,emobank,3.1,3.2,2.9
175240,emobank,3.22,3.0,3.22
175241,emobank,3.7,3.0,2.9
175242,emobank,3.4,3.2,3.2
175243,emobank,3.12,3.12,3.12
175244,emobank,3.71,3.29,3.43
175245,emobank,3.0,3.0,2.9
175246,emobank,3.1,3.1,2.9
175247,emobank,2.75,3.12,3.25
175248,emobank,2.5,3.0,3.2
175249,emobank,2.25,2.75,3.37
175250,emobank,2.8,2.8,3.0
175251,emobank,2.78,3.11,3.11
175252,emobank,2.9,3.2,2.9
175253,emobank,2.91,3.0,2.82
175254,emobank,3.2,3.4,3.3
175255,emobank,2.8,3.1,3.2
175256,emobank,2.6,3.0,3.2
175257,emobank,2.5,3.3,3.4
175258,emobank,3.0,2.9,2.8
175259,emobank,2.5,3.25,3.0
175260,emobank,3.0,3.0,2.9
175261,emobank,2.9,3.1,3.0
175262,emobank,2.5,3.2,3.6
175263,emobank,3.0,3.0,2.71
175264,emobank,2.8,3.1,3.1
175265,emobank,3.0,3.0,2.5
175266,emobank,3.0,3.0,3.0
175267,emobank,3.0,3.0,2.56
175268,emobank,2.8,3.0,2.8
175269,emobank,3.0,3.11,2.78
175270,emobank,3.0,3.11,3.11
175271,emobank,2.33,3.11,3.22
175272,emobank,2.6,3.0,3.1
175273,emobank,3.0,3.25,2.75
175274,emobank,2.88,3.25,2.75
175275,emobank,3.0,2.88,2.88
175276,emobank,3.0,3.1,2.7
175277,emobank,3.0,2.7,2.8
175278,emobank,3.45,3.36,3.27
175279,emobank,3.0,3.2,3.0
175280,emobank,2.75,3.12,3.25
175281,emobank,2.9,3.2,3.0
175282,emobank,3.0,3.0,2.88
175283,emobank,2.75,3.12,2.62
175284,emobank,2.9,3.1,3.0
175285,emobank,2.8,3.0,3.0
175286,emobank,3.0,3.0,3.0
175287,emobank,3.0,3.2,3.0
175288,emobank,2.7,3.1,3.4
175289,emobank,2.71,3.14,3.0
175290,emobank,2.75,3.38,2.88
175291,emobank,2.27,3.55,3.09
175292,emobank,3.11,3.11,3.11
175293,emobank,3.1,2.9,2.9
175294,emobank,3.1,3.1,3.3
175295,emobank,3.1,2.8,3.2
175296,emobank,3.0,3.12,2.75
175297,emobank,2.6,3.2,3.0
175298,emobank,2.6,3.0,2.9
175299,emobank,3.0,3.1,2.9
175300,emobank,3.0,3.0,2.71
175301,emobank,3.0,3.14,3.14
175302,emobank,2.9,3.1,2.7
175303,emobank,3.0,2.9,2.8
175304,emobank,2.5,2.9,3.2
175305,emobank,2.88,3.0,3.0
175306,emobank,2.88,3.0,2.75
175307,emobank,3.0,3.1,3.0
175308,emobank,2.78,3.0,3.11
175309,emobank,3.0,3.2,3.1
175310,emobank,2.67,3.22,2.33
175311,emobank,2.9,2.8,3.2
175312,emobank,3.0,3.0,3.0
175313,emobank,3.0,3.44,3.11
175314,emobank,2.9,3.1,2.7
175315,emobank,2.86,2.86,2.86
175316,emobank,2.88,2.88,3.25
175317,emobank,3.0,3.0,2.75
175318,emobank,3.1,2.9,2.7
175319,emobank,2.5,3.12,2.87
175320,emobank,3.1,3.0,2.9
175321,emobank,2.56,3.44,3.22
175322,emobank,2.8,2.9,3.2
175323,emobank,2.86,2.86,2.86
175324,emobank,3.0,3.3,3.0
175325,emobank,2.9,3.1,3.2
175326,emobank,3.1,3.0,2.9
175327,emobank,2.6,2.9,3.0
175328,emobank,2.0,2.62,3.25
175329,emobank,3.2,3.3,3.4
175330,emobank,3.11,3.0,2.78
175331,emobank,3.0,3.0,2.89
175332,emobank,3.14,3.0,2.71
175333,emobank,3.14,2.71,2.86
175334,emobank,2.9,3.0,3.0
175335,emobank,3.0,2.9,2.8
175336,emobank,3.0,3.12,2.88
175337,emobank,3.1,3.0,3.0
175338,emobank,2.2,2.8,3.1
175339,emobank,3.1,3.1,3.1
175340,emobank,3.0,3.0,2.86
175341,emobank,3.0,3.44,3.11
175342,emobank,3.1,3.2,3.1
175343,emobank,3.1,3.2,3.1
175344,emobank,3.3,3.1,3.0
175345,emobank,3.0,3.2,2.9
175346,emobank,3.1,3.0,3.3
175347,emobank,3.0,3.2,3.0
175348,emobank,3.0,3.0,3.0
175349,emobank,3.0,3.0,2.71
175350,emobank,3.2,3.0,3.0
175351,emobank,3.1,3.0,2.7
175352,emobank,3.11,3.11,3.0
175353,emobank,3.11,3.0,2.67
175354,emobank,2.89,3.0,3.11
175355,emobank,2.9,3.1,3.1
175356,emobank,3.0,2.82,3.0
175357,emobank,3.0,3.1,3.0
175358,emobank,3.2,3.1,3.1
175359,emobank,2.83,3.33,3.0
175360,emobank,2.8,3.0,3.0
175361,emobank,3.0,3.1,3.0
175362,emobank,3.0,3.1,2.9
175363,emobank,2.88,3.0,3.25
175364,emobank,3.1,3.0,3.2
175365,emobank,3.0,2.9,3.0
175366,emobank,3.22,3.33,3.0
175367,emobank,3.3,3.1,3.3
175368,emobank,3.25,3.25,2.88
175369,emobank,3.0,3.25,3.12
175370,emobank,2.7,2.8,3.1
175371,emobank,2.89,3.0,2.89
175372,emobank,3.0,3.1,3.0
175373,emobank,3.2,3.2,2.9
175374,emobank,3.29,3.14,3.29
175375,emobank,3.0,3.2,3.0
175376,emobank,2.91,3.0,2.64
175377,emobank,3.0,3.2,2.9
175378,emobank,2.9,3.2,3.1
175379,emobank,3.2,3.0,3.1
175380,emobank,2.6,2.9,2.9
175381,emobank,3.1,3.0,2.9
175382,emobank,3.0,3.0,3.1
175383,emobank,3.5,2.9,2.8
175384,emobank,3.3,3.2,3.1
175385,emobank,3.1,3.1,3.2
175386,emobank,3.22,3.11,3.33
175387,emobank,3.1,3.1,3.3
175388,emobank,3.5,3.3,3.2
175389,emobank,2.56,3.11,2.78
175390,emobank,3.3,3.4,2.8
175391,emobank,3.6,3.2,3.2
175392,emobank,3.0,2.88,2.5
175393,emobank,3.38,3.25,3.25
175394,emobank,3.0,3.11,2.89
175395,emobank,3.0,3.14,3.0
175396,emobank,3.0,3.09,3.0
175397,emobank,3.0,3.1,2.8
175398,emobank,3.11,3.11,3.0
175399,emobank,3.2,3.2,2.9
175400,emobank,3.0,3.1,3.0
175401,emobank,3.0,3.0,2.75
175402,emobank,3.0,3.0,2.57
175403,emobank,3.0,3.1,2.8
175404,emobank,3.0,3.2,3.0
175405,emobank,3.0,3.0,2.8
175406,emobank,2.9,3.0,3.0
175407,emobank,2.7,2.8,3.4
175408,emobank,2.4,2.6,3.1
175409,emobank,2.2,2.4,3.1
175410,emobank,3.1,3.0,2.9
175411,emobank,3.2,3.1,3.3
175412,emobank,3.0,3.11,2.78
175413,emobank,3.0,3.0,3.0
175414,emobank,3.1,3.2,3.1
175415,emobank,3.0,3.1,3.1
175416,emobank,3.25,3.12,3.0
175417,emobank,2.7,2.8,2.8
175418,emobank,2.8,3.1,3.0
175419,emobank,2.75,3.12,2.88
175420,emobank,3.0,3.0,2.6
175421,emobank,3.62,3.0,3.25
175422,emobank,2.88,3.0,2.88
175423,emobank,3.1,3.2,3.0
175424,emobank,3.0,3.0,2.88
175425,emobank,3.1,3.1,2.9
175426,emobank,3.0,3.22,3.33
175427,emobank,2.9,3.0,2.9
175428,emobank,3.18,3.09,3.18
175429,emobank,3.14,3.29,3.0
175430,emobank,3.12,3.12,3.12
175431,emobank,3.0,2.8,2.7
175432,emobank,3.14,3.29,2.86
175433,emobank,3.2,3.2,2.9
175434,emobank,3.11,3.22,3.0
175435,emobank,3.2,3.1,2.7
175436,emobank,3.5,3.1,3.1
175437,emobank,3.0,3.22,2.67
175438,emobank,3.0,3.0,3.1
175439,emobank,3.0,3.33,2.78
175440,emobank,3.2,2.8,2.5
175441,emobank,3.1,3.2,3.1
175442,emobank,3.12,3.12,3.12
175443,emobank,3.5,3.0,3.0
175444,emobank,3.0,3.11,2.78
175445,emobank,3.2,3.2,3.0
175446,emobank,3.29,3.14,3.0
175447,emobank,3.0,3.0,3.0
175448,emobank,2.88,2.75,2.63
175449,emobank,2.89,3.0,3.0
175450,emobank,3.0,3.17,3.0
175451,emobank,2.44,2.89,2.67
175452,emobank,3.22,3.33,3.22
175453,emobank,3.0,3.0,2.9
175454,emobank,3.0,3.12,2.75
175455,emobank,3.0,3.11,2.67
175456,emobank,3.5,3.5,3.33
175457,emobank,3.12,3.12,3.12
175458,emobank,2.88,3.0,2.75
175459,emobank,3.1,3.0,3.1
175460,emobank,3.0,3.1,2.9
175461,emobank,2.9,3.1,3.2
175462,emobank,3.0,3.1,3.2
175463,emobank,3.0,3.0,2.8
175464,emobank,3.2,2.9,2.8
175465,emobank,3.25,3.5,3.12
175466,emobank,3.1,3.1,3.5
175467,emobank,3.0,3.0,2.9
175468,emobank,3.0,2.83,3.0
175469,emobank,3.0,2.8,2.9
175470,emobank,3.0,3.0,3.0
175471,emobank,2.7,3.4,3.0
175472,emobank,2.6,2.8,3.1
175473,emobank,3.1,3.1,2.8
175474,emobank,3.0,2.8,2.9
175475,emobank,3.0,2.86,2.86
175476,emobank,3.0,3.0,3.0
175477,emobank,2.9,3.1,2.8
175478,emobank,2.8,3.3,3.7
175479,emobank,2.7,3.2,3.6
175480,emobank,3.0,2.87,4.12
175481,emobank,3.1,3.1,3.0
175482,emobank,3.1,2.9,2.7
175483,emobank,3.1,2.8,3.1
175484,emobank,3.1,3.2,3.1
175485,emobank,3.0,3.3,3.0
175486,emobank,3.0,3.0,3.0
175487,emobank,3.0,3.1,2.9
175488,emobank,2.9,3.5,2.8
175489,emobank,3.0,3.0,3.0
175490,emobank,3.0,3.1,3.0
175491,emobank,3.0,3.0,3.2
175492,emobank,2.9,2.9,3.0
175493,emobank,3.0,3.14,3.0
175494,emobank,3.12,3.25,3.12
175495,emobank,3.18,3.18,2.82
175496,emobank,3.0,3.1,3.1
175497,emobank,3.22,3.0,3.56
175498,emobank,3.3,3.1,3.4
175499,emobank,3.0,2.9,3.1
175500,emobank,3.1,2.9,3.0
175501,emobank,4.12,3.38,3.5
175502,emobank,2.7,2.3,3.1
175503,emobank,2.9,2.7,3.0
175504,emobank,2.9,2.7,2.7
175505,emobank,3.0,3.0,2.75
175506,emobank,2.88,3.0,3.0
175507,emobank,3.2,3.1,3.1
175508,emobank,3.0,3.1,2.9
175509,emobank,3.8,3.1,3.5
175510,emobank,3.0,3.22,3.0
175511,emobank,3.0,3.0,2.8
175512,emobank,3.1,3.0,2.9
175513,emobank,2.9,3.0,3.1
175514,emobank,3.0,3.1,2.9
175515,emobank,3.0,2.8,2.8
175516,emobank,3.0,3.0,3.0
175517,emobank,3.1,3.0,3.1
175518,emobank,3.0,2.88,2.5
175519,emobank,3.0,3.1,2.9
175520,emobank,2.33,2.67,3.0
175521,emobank,3.0,3.0,3.0
175522,emobank,2.9,2.9,3.1
175523,emobank,3.0,3.2,3.0
175524,emobank,3.25,3.12,3.13
175525,emobank,2.88,3.62,3.0
175526,emobank,3.0,3.1,2.9
175527,emobank,2.9,3.1,2.9
175528,emobank,3.2,3.1,2.7
175529,emobank,3.12,3.0,2.75
175530,emobank,3.0,3.0,2.6
175531,emobank,3.0,2.8,2.7
175532,emobank,3.1,2.9,2.7
175533,emobank,3.0,3.0,3.0
175534,emobank,3.1,3.0,3.0
175535,emobank,3.0,2.9,3.0
175536,emobank,3.0,3.0,3.0
175537,emobank,3.0,3.0,3.1
175538,emobank,3.1,3.0,2.8
175539,emobank,3.0,2.9,2.5
175540,emobank,2.9,3.1,2.7
175541,emobank,3.0,3.1,3.0
175542,emobank,3.0,3.0,2.9
175543,emobank,3.5,3.1,3.7
175544,emobank,3.0,3.2,3.1
175545,emobank,2.75,2.88,3.0
175546,emobank,3.09,3.0,3.0
175547,emobank,3.0,2.9,2.8
175548,emobank,3.09,3.0,2.91
175549,emobank,2.9,3.0,3.2
175550,emobank,2.9,3.1,2.8
175551,emobank,2.9,3.3,3.1
175552,emobank,2.7,2.9,3.0
175553,emobank,2.83,3.0,3.0
175554,emobank,3.0,3.0,2.75
175555,emobank,2.9,3.0,3.1
175556,emobank,3.1,2.9,2.9
175557,emobank,2.9,2.9,3.0
175558,emobank,2.78,3.22,3.22
175559,emobank,2.9,3.1,3.1
175560,emobank,2.67,3.11,3.33
175561,emobank,2.87,3.13,3.5
175562,emobank,2.18,3.36,4.0
175563,emobank,3.0,3.1,3.1
175564,emobank,3.2,3.2,3.2
175565,emobank,3.2,3.0,3.0
175566,emobank,2.8,2.9,3.2
175567,emobank,2.8,3.0,3.0
175568,emobank,2.62,2.88,3.0
175569,emobank,3.22,3.33,3.11
175570,emobank,3.0,2.9,3.2
175571,emobank,2.8,3.1,2.8
175572,emobank,2.5,3.25,3.38
175573,emobank,3.2,3.2,3.2
175574,emobank,3.0,3.2,3.2
175575,emobank,3.0,3.12,2.88
175576,emobank,3.44,2.89,3.44
175577,emobank,3.0,2.9,3.1
175578,emobank,3.6,3.3,3.2
175579,emobank,3.1,2.9,2.8
175580,emobank,3.0,3.0,3.0
175581,emobank,3.0,3.14,3.0
175582,emobank,3.0,3.0,2.9
175583,emobank,3.0,3.0,3.0
175584,emobank,3.09,2.91,3.18
175585,emobank,3.0,3.0,2.78
175586,emobank,3.62,3.25,3.25
175587,emobank,3.3,2.9,3.0
175588,emobank,3.5,3.2,3.4
175589,emobank,2.1,2.8,3.1
175590,emobank,2.89,3.11,3.44
175591,emobank,2.9,3.0,3.4
175592,emobank,3.0,3.63,2.88
175593,emobank,3.2,3.1,3.0
175594,emobank,3.0,2.9,2.9
175595,emobank,3.0,3.0,2.88
175596,emobank,3.13,3.5,3.75
175597,emobank,3.0,3.1,2.9
175598,emobank,2.7,2.8,2.9
175599,emobank,2.86,2.71,3.14
175600,emobank,2.9,3.1,2.9
175601,emobank,3.0,3.12,3.0
175602,emobank,2.4,3.1,3.3
175603,emobank,2.88,3.0,3.25
175604,emobank,2.71,3.0,3.0
175605,emobank,2.83,3.17,2.83
175606,emobank,2.89,3.22,3.22
175607,emobank,2.57,3.0,3.29
175608,emobank,2.89,3.44,3.33
175609,emobank,2.9,2.9,3.1
175610,emobank,3.18,3.09,3.0
175611,emobank,3.2,3.2,3.4
175612,emobank,3.2,3.7,3.3
175613,emobank,3.11,3.22,3.11
175614,emobank,2.91,3.18,2.91
175615,emobank,3.1,3.0,2.9
175616,emobank,2.9,2.9,3.0
175617,emobank,3.2,2.9,2.9
175618,emobank,3.22,3.11,3.11
175619,emobank,3.56,3.33,3.11
175620,emobank,2.87,3.0,2.88
175621,emobank,3.0,3.0,3.1
175622,emobank,3.0,3.0,2.71
175623,emobank,3.4,3.2,3.3
175624,emobank,2.9,3.2,2.8
175625,emobank,2.9,2.8,2.9
175626,emobank,3.0,3.11,2.78
175627,emobank,3.75,3.25,3.63
175628,emobank,2.9,3.0,2.9
175629,emobank,3.1,3.2,3.2
175630,emobank,3.0,2.9,2.9
175631,emobank,2.1,2.9,3.3
175632,emobank,3.0,3.0,2.75
175633,emobank,3.0,3.27,2.73
175634,emobank,3.1,3.2,3.1
175635,emobank,3.5,3.1,3.3
175636,emobank,3.5,3.88,3.38
175637,emobank,3.3,3.3,3.2
175638,emobank,3.0,3.11,2.78
175639,emobank,3.1,3.3,2.8
175640,emobank,2.75,3.25,3.5
175641,emobank,2.8,3.2,3.3
175642,emobank,3.0,3.0,3.0
175643,emobank,3.22,3.11,2.89
175644,emobank,2.22,2.67,2.78
175645,emobank,3.0,3.17,2.83
175646,emobank,2.55,2.82,3.0
175647,emobank,3.0,3.14,2.86
175648,emobank,2.7,2.9,3.3
175649,emobank,3.9,3.6,3.7
175650,emobank,2.78,2.89,2.78
175651,emobank,3.12,3.12,3.12
175652,emobank,3.0,3.1,3.0
175653,emobank,2.88,3.37,2.88
175654,emobank,3.1,3.3,3.2
175655,emobank,2.78,3.0,3.22
175656,emobank,3.4,3.4,3.2
175657,emobank,3.3,3.5,3.3
175658,emobank,3.0,3.0,2.45
175659,emobank,3.0,3.0,3.0
175660,emobank,2.75,3.12,3.38
175661,emobank,3.0,3.0,2.9
175662,emobank,3.0,3.0,2.9
175663,emobank,3.0,3.0,2.75
175664,emobank,2.8,3.0,3.1
175665,emobank,3.0,3.0,3.0
175666,emobank,3.0,3.3,3.4
175667,emobank,3.44,3.22,3.44
175668,emobank,3.1,3.0,3.1
175669,emobank,3.0,2.8,2.8
175670,emobank,3.3,3.1,3.1
175671,emobank,2.67,2.89,3.0
175672,emobank,2.25,3.0,3.25
175673,emobank,3.0,3.12,3.12
175674,emobank,2.0,3.0,3.0
175675,emobank,2.7,3.1,3.0
175676,emobank,3.0,3.0,3.0
175677,emobank,3.4,3.3,3.4
175678,emobank,2.89,3.33,3.22
175679,emobank,2.09,3.0,3.09
175680,emobank,2.5,3.1,3.1
175681,emobank,2.4,2.9,3.3
175682,emobank,2.88,3.0,2.88
175683,emobank,3.4,3.6,3.8
175684,emobank,3.17,3.33,3.0
175685,emobank,2.86,3.0,3.29
175686,emobank,3.1,3.1,3.0
175687,emobank,3.43,3.14,3.0
175688,emobank,2.5,3.0,2.8
175689,emobank,3.2,3.6,3.5
175690,emobank,3.2,3.3,3.5
175691,emobank,2.9,2.8,3.0
175692,emobank,3.8,3.6,3.4
175693,emobank,3.5,3.1,3.2
175694,emobank,3.36,3.09,2.73
175695,emobank,3.38,3.0,3.12
175696,emobank,3.2,3.1,2.8
175697,emobank,3.4,3.2,3.1
175698,emobank,3.38,2.88,3.12
175699,emobank,3.18,3.18,2.91
175700,emobank,3.1,3.2,3.0
175701,emobank,2.7,3.2,3.5
175702,emobank,3.0,3.0,2.9
175703,emobank,2.9,3.0,3.1
175704,emobank,3.3,2.8,3.1
175705,emobank,3.22,3.22,3.0
175706,emobank,3.13,3.5,2.87
175707,emobank,3.0,3.0,3.0
175708,emobank,3.4,3.2,3.3
175709,emobank,3.09,3.0,3.27
175710,emobank,3.57,3.0,2.71
175711,emobank,3.75,3.25,3.62
175712,emobank,2.1,2.6,3.4
175713,emobank,3.14,3.0,2.86
175714,emobank,3.1,3.0,2.9
175715,emobank,3.1,3.1,3.0
175716,emobank,3.2,3.2,3.0
175717,emobank,3.0,3.11,3.11
175718,emobank,2.7,3.0,3.6
175719,emobank,3.1,3.3,2.7
175720,emobank,3.1,3.0,3.2
175721,emobank,2.78,3.22,2.67
175722,emobank,3.0,3.25,2.63
175723,emobank,3.0,3.43,3.0
175724,emobank,3.0,3.1,2.8
175725,emobank,3.0,2.9,3.1
175726,emobank,3.33,3.11,3.11
175727,emobank,3.25,3.25,2.88
175728,emobank,3.1,3.1,2.9
175729,emobank,3.0,3.0,2.71
175730,emobank,3.0,2.9,3.0
175731,emobank,3.22,3.22,3.0
175732,emobank,3.09,3.0,2.91
175733,emobank,3.0,3.0,2.9
175734,emobank,3.1,2.9,3.0
175735,emobank,3.14,3.14,3.0
175736,emobank,3.1,3.2,3.0
175737,emobank,3.88,3.25,3.12
175738,emobank,2.9,3.0,2.8
175739,emobank,3.6,3.3,3.6
175740,emobank,2.8,3.0,3.0
175741,emobank,3.1,3.1,3.1
175742,emobank,3.5,3.12,3.5
175743,emobank,3.43,3.0,2.57
175744,emobank,3.38,3.5,3.38
175745,emobank,3.09,3.0,2.82
175746,emobank,3.3,3.0,2.9
175747,emobank,2.89,3.0,3.0
175748,emobank,2.71,3.0,3.0
175749,emobank,3.38,3.12,3.25
175750,emobank,2.75,3.0,3.0
175751,emobank,3.2,3.0,3.0
175752,emobank,3.1,3.0,2.5
175753,emobank,3.22,3.22,3.0
175754,emobank,3.75,3.0,3.12
175755,emobank,3.29,3.29,3.14
175756,emobank,3.2,2.8,3.0
175757,emobank,3.25,3.25,3.25
175758,emobank,3.29,3.0,3.14
175759,emobank,3.1,3.2,3.1
175760,emobank,3.0,2.75,2.75
175761,emobank,3.0,3.0,2.7
175762,emobank,3.12,3.12,2.88
175763,emobank,3.2,3.1,3.1
175764,emobank,3.22,3.11,3.0
175765,emobank,2.9,3.1,2.8
175766,emobank,3.0,3.0,3.0
175767,emobank,3.44,3.33,3.22
175768,emobank,3.78,3.33,3.44
175769,emobank,3.2,3.1,3.1
175770,emobank,3.3,3.2,3.1
175771,emobank,3.5,2.9,3.2
175772,emobank,3.2,3.1,3.1
175773,emobank,3.0,3.0,2.6
175774,emobank,3.4,3.1,3.3
175775,emobank,2.89,3.11,3.0
175776,emobank,3.43,3.43,3.29
175777,emobank,3.0,3.0,2.9
175778,emobank,3.0,2.8,2.7
175779,emobank,2.9,3.3,2.1
175780,emobank,3.6,3.1,3.5
175781,emobank,3.0,2.9,2.9
175782,emobank,2.9,2.9,3.1
175783,emobank,3.12,3.25,3.0
175784,emobank,3.1,3.1,2.9
175785,emobank,3.1,3.0,2.7
175786,emobank,2.88,2.88,3.12
175787,emobank,2.63,2.88,2.75
175788,emobank,2.8,3.2,3.0
175789,emobank,3.1,3.1,2.7
175790,emobank,3.0,2.88,2.62
175791,emobank,2.71,3.0,3.29
175792,emobank,3.0,3.0,3.0
175793,emobank,3.4,3.2,3.0
175794,emobank,3.45,3.0,2.91
175795,emobank,3.0,3.0,3.0
175796,emobank,3.0,2.91,2.73
175797,emobank,3.0,3.2,3.0
175798,emobank,3.1,3.2,3.3
175799,emobank,3.2,3.0,3.2
175800,emobank,3.22,3.0,3.33
175801,emobank,3.3,3.1,3.2
175802,emobank,3.3,3.2,3.4
175803,emobank,3.12,3.12,3.12
175804,emobank,3.0,3.0,2.45
175805,emobank,3.2,3.2,3.2
175806,emobank,3.5,3.25,3.25
175807,emobank,3.57,3.29,3.57
175808,emobank,3.2,3.3,3.2
175809,emobank,3.3,3.0,3.3
175810,emobank,3.46,3.09,3.18
175811,emobank,3.14,2.86,3.0
175812,emobank,2.8,3.0,2.8
175813,emobank,2.56,3.22,2.89
175814,emobank,2.45,2.91,2.73
175815,emobank,3.3,3.2,3.4
175816,emobank,3.14,3.0,2.71
175817,emobank,3.0,3.12,3.0
175818,emobank,3.27,3.0,3.0
175819,emobank,2.9,3.0,2.8
175820,emobank,3.0,3.0,3.12
175821,emobank,2.9,3.0,3.0
175822,emobank,3.12,3.0,2.88
175823,emobank,2.7,2.8,2.7
175824,emobank,3.0,3.0,3.0
175825,emobank,2.82,3.0,2.91
175826,emobank,3.78,3.11,3.22
175827,emobank,3.2,3.0,2.6
175828,emobank,3.0,2.88,2.75
175829,emobank,2.5,3.25,3.25
175830,emobank,3.0,3.1,2.7
175831,emobank,3.0,3.2,3.3
175832,emobank,2.9,3.0,3.0
175833,emobank,2.5,2.88,3.25
175834,emobank,2.6,2.7,2.8
175835,emobank,3.0,3.0,2.5
175836,emobank,3.5,2.9,3.5
175837,emobank,3.0,3.0,3.0
175838,emobank,3.6,2.7,3.1
175839,emobank,3.0,2.9,2.7
175840,emobank,2.75,2.75,3.12
175841,emobank,3.1,2.9,3.2
175842,emobank,3.0,3.0,3.0
175843,emobank,2.54,2.63,3.18
175844,emobank,2.9,2.9,3.2
175845,emobank,3.4,3.3,3.3
175846,emobank,3.0,3.0,3.12
175847,emobank,2.89,3.11,2.78
175848,emobank,3.12,3.0,3.0
175849,emobank,3.14,2.86,3.14
175850,emobank,2.9,3.0,2.8
175851,emobank,2.56,2.89,2.89
175852,emobank,3.0,3.0,3.0
175853,emobank,3.0,3.0,2.4
175854,emobank,3.0,3.1,3.4
175855,emobank,3.0,3.1,2.7
175856,emobank,2.89,3.0,3.11
175857,emobank,3.18,3.18,2.91
175858,emobank,3.2,3.0,3.1
175859,emobank,2.91,3.09,2.91
175860,emobank,3.0,3.0,3.0
175861,emobank,3.0,3.0,3.0
175862,emobank,3.0,3.0,3.0
175863,emobank,3.0,3.0,3.1
175864,emobank,3.4,2.9,2.8
175865,emobank,3.46,3.0,2.82
175866,emobank,3.33,3.17,2.5
175867,emobank,2.9,3.1,2.8
175868,emobank,3.0,3.0,2.86
175869,emobank,2.9,3.1,3.2
175870,emobank,3.1,3.1,3.1
175871,emobank,3.0,2.9,2.8
175872,emobank,3.0,2.9,2.9
175873,emobank,2.75,2.63,3.5
175874,emobank,3.25,3.12,3.38
175875,emobank,3.29,3.0,3.29
175876,emobank,3.0,3.0,3.0
175877,emobank,2.12,2.87,4.0
175878,emobank,3.0,2.8,2.8
175879,emobank,3.5,3.25,3.25
175880,emobank,3.0,3.1,3.0
175881,emobank,3.0,3.13,2.5
175882,emobank,3.1,2.9,3.2
175883,emobank,2.7,2.7,3.1
175884,emobank,2.5,2.5,2.8
175885,emobank,3.0,3.11,2.67
175886,emobank,2.6,2.6,3.0
175887,emobank,3.1,3.1,2.9
175888,emobank,2.5,2.9,3.0
175889,emobank,3.0,3.0,2.71
175890,emobank,3.0,2.78,2.67
175891,emobank,2.9,3.0,3.1
175892,emobank,3.0,3.17,2.5
175893,emobank,3.0,2.9,2.8
175894,emobank,2.64,2.64,3.0
175895,emobank,3.12,2.88,3.12
175896,emobank,2.8,3.0,3.1
175897,emobank,2.7,2.7,2.9
175898,emobank,2.8,3.1,3.0
175899,emobank,2.91,3.0,2.82
175900,emobank,3.0,3.0,2.9
175901,emobank,2.6,3.2,3.1
175902,emobank,2.73,3.09,3.0
175903,emobank,2.5,3.0,3.2
175904,emobank,2.8,3.1,3.2
175905,emobank,3.4,3.2,3.8
175906,emobank,2.6,2.9,3.0
175907,emobank,2.7,2.9,2.9
175908,emobank,2.9,3.2,3.2
175909,emobank,3.0,3.0,3.0
175910,emobank,3.12,3.25,3.12
175911,emobank,3.0,2.8,2.8
175912,emobank,3.7,3.2,3.2
175913,emobank,4.38,3.5,3.62
175914,emobank,3.4,3.0,3.2
175915,emobank,2.5,3.2,3.1
175916,emobank,3.0,2.9,3.4
175917,emobank,4.0,2.89,3.44
175918,emobank,3.0,3.2,3.0
175919,emobank,2.71,3.14,3.43
175920,emobank,3.8,3.2,3.6
175921,emobank,2.4,2.5,3.2
